Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
COVID-19 Pandemic: Prevention and Protection Measures to be Adopted at the Workplace,"Cirrincione, Luigi; Plescia, Fulvio; Ledda, Caterina; Rapisarda, Venerando; Martorana, Daniela; Moldovan, Raluca Emilia; Theodoridou, Kelly; Cannizzaro, Emanuele","Introduction: SARS-CoV-2, identified in Wuhan, China, for the first time in December 2019, is a new viral strain, which has not been previously identified in humans; it can be transmitted both by air and via direct and indirect contact; however, the most frequent way it spreads is via droplets. Like the other viruses belonging to the same family of coronaviruses, it can cause from mild flu-like symptoms, such as cold, sore throat, cough and fever, to more severe ones such as pneumonia and breathing difficulties, and it can even lead to death. Since no effective specific drug therapy has been found yet, nor any vaccine capable of limiting the spread of this pathogen, it is important for ways of preventing the spread of this infection to be established. Methods: the purpose of our research was to provide a protocol to prevent the spread of SARS-CoV-2 infection in light of the limited information related to this coronavirus. In detail, we analysed and searched targeted evidence-based guidelines issued in the various countries affected by this epidemic up till now. In addition, we analyzed the recommendations for the prevention and control of other epidemics caused by other pathogens belonging to the same family of coronaviruses or others that present the same mechanisms of transmission. Discussion: general organizational measures regarding the containment and management of the epidemiological emergency of COVID-19 have been imposed by the competent authorities for an adequate and proportionate management of the evolution of the epidemiological situation. The prevention and protection organizational measures therefore aim to minimize the probability of being exposed to SARS-CoV-2. For this purpose, measures must also be taken at work to avoid new infections or even the spread of the virus where it has already been present. Furthermore, environmental measures are aimed at reducing the risk of transmission of SARS-CoV-2 to individuals through contact with infected subjects, objects, equipment, or contaminated environmental surfaces. Conclusion: protective devices must be used whenever there is potentially close contact with a suspect case, especially when the potentially infected person does not wear a surgical mask that could reduce the spread of viruses in the environment. By adopting this specific prevention and protection measures recommended in the workplace, it will be possible to help overcome this COVID-19 pandemic.",2020,,Sustainability,12,9,3603-3603,,10.3390/su12093603,25999,#141532,Cirrincione 2020,,,141532,30-04-20
Health workers' safety during tracheostomy in COVID-19 patients: Homemade protective screen,"Cordier, Pierre-Yves; De La Villeon, Bruno; Martin, Edouard; Goudard, Yvain; Haen, Pierre","As an aerosol and droplets generating procedure, tracheostomy increases contamination risks for health workers in the coronavirus disease context. To preserve the health care system capacity and to limit virus cross-transmission, protecting caregivers against coronavirus infection is of critical importance. We report the use of external fixator equipment to set up a physical interface between the patient's neck and the caregiver performing a tracheostomy in COVID-19 patients. Once the metal frame set in place, it is wrapped with a single-use clear and sterile cover for surgical C-arm. This installation is simple, easy, and fast to achieve and can be carried out with inexpensive material available in every hospital. This physical interface is an additional safety measure that prevents the direct projection of secretions or droplets. It should, of course, only be considered as a complement to strict compliance with barrier precautions and personal protective equipment.",2020,,Head & neck,,,,,10.1002/hed.26222,26000,#141533,Cordier 2020,,,141533,30-04-20
Risk Perception and COVID-19,"Cori, Liliana; Bianchi, Fabrizio; Cadum, Ennio; Anthonj, Carmen",The call for articles for the International Journal of Environmental Research and Public Health Special Issue &ldquo;Research about risk perception in the Environmental Health domain&rdquo; was proposed at the beginning of 2020 as part of multidisciplinary efforts to understand the complex interactions between people and the environment [...],2020,,"International Journal of Environmental Research and Public Health 2020, Vol. 17, Page 3114",17,9,3114-3114,,10.3390/IJERPH17093114,26001,#141534,Cori 2020,,,141534,30-04-20
Response and role of palliative care during the COVID-19 pandemic: A national telephone survey of hospices in Italy,"Costantini, Massimo; Sleeman, Katherine E.; Peruselli, Carlo; Higginson, Irene J.","Background:Palliative care is an important component of health care in pandemics, contributing to symptom control, psychological support, and supporting triage and complex decision making.Aim:To examine preparedness for, and impact of, the COVID-19 pandemic on hospices in Italy to inform the response in other countries.Design:Cross-sectional telephone survey, in March 2020.Setting:Italian hospices, purposively sampled according to COVID-19 regional prevalence categorised as high (>25), medium (15?25) and low prevalence (<15) COVID-19 cases per 100,000 inhabitants. A brief questionnaire was developed to guide the interviews. Analysis was descriptive.Results:Seven high, five medium and four low prevalence hospices provided data. Two high prevalence hospices had experienced COVID-19 cases among both patients and staff. All hospices had implemented policy changes, and several had rapidly implemented changes in practice including transfer of staff from inpatient to community settings, change in admission criteria and daily telephone support for families. Concerns included scarcity of personal protective equipment, a lack of hospice-specific guidance on COVID-19, anxiety about needing to care for children and other relatives, and poor integration of palliative care in the acute planning response.Conclusion:The hospice sector is capable of responding flexibly and rapidly to the COVID-19 pandemic. Governments must urgently recognise the essential contribution of hospice and palliative care to the COVID-19 pandemic and ensure these services are integrated into the health care system response. Availability of personal protective equipment and setting-specific guidance is essential. Hospices may also need to be proactive in connecting with the acute pandemic response.",2020,,Palliative Medicine,,,0269216320920780-0269216320920780,,10.1177/0269216320920780,26002,#141535,Costantini 2020,,,141535,30-04-20
Covid-19: challenges for people with intellectual disability,"Courtenay, Ken",People with intellectual disability are vulnerable in society because of their dependence on support from services and other people.1 The prevalence of physical and mental disorders is higher among people with intellectual disability than other people across the age span. The current pandemic poses specific challenges to people with intellectual disability and their carers that include minimising …,2020,,BMJ,369,,m1609-m1609,,10.1136/bmj.m1609,26003,#141536,Courtenay 2020,,,141536,30-04-20
Six Feet Apart: Lessons Learned from COVID-19 and Social Distancing,"Cress, Phaedra",,2020,,Aesthetic Surgery Journal Open Forum,,,,,10.1093/asjof/ojaa018,26004,#141537,Cress 2020,,,141537,30-04-20
Comment on “Should anti-diabetic medications be reconsidered amid COVID-19 pandemic?”,"Cure, Erkan; Cumhur Cure, Medine",,2020,,Diabetes Research and Clinical Practice,,,108184-108184,,https://doi.org/10.1016/j.diabres.2020.108184,26006,#141539,Cure 2020,,,141539,30-04-20
Nurses responding to the world health organization (WHO) priority for emergency care systems for universal health coverage,"Curtis, Kate; Brysiewicz, Petra; Shaban, Ramon Z.; Fry, Margaret; Considine, Julie; Gamboa, Fanny Esperanza Acevedo; Holden, Maria; Heyns, Tanya; Peden, Margie",,2020,,International Emergency Nursing,,,100876-100876,,https://doi.org/10.1016/j.ienj.2020.100876,26007,#141540,Curtis 2020,,,141540,30-04-20
Novel Coronavirus disease (COVID-19) in newborns and infants: what we know so far,"De Rose, Domenico Umberto; Piersigilli, Fiammetta; Ronchetti, Maria Paola; Santisi, Alessandra; Bersani, Iliana; Dotta, Andrea; Danhaive, Olivier; Auriti, Cinzia","Recently, an outbreak of viral pneumonitis in Wuhan, Hubei, China successively spread as a global pandemia, led to the identification of a novel betacoronavirus species, the 2019 novel coronavirus, successively designated 2019-nCoV then SARS-CoV-2). The SARS-CoV-2 causes a clinical syndrome designated coronavirus disease 2019 (COVID19) with a spectrum of manifestations ranging from mild upper respiratory tract infection to severe pneumonitis, acute respiratory distress syndrome (ARDS) and death. Few cases have been observed in children and adolescents who seem to have a more favorable clinical course than other age groups, and even fewer in newborn babies. This review provides an overview of the knowledge on SARS-CoV-2 epidemiology, transmission, the associated clinical presentation and outcomes in newborns and infants up to 6 months of life.",2020,,Italian Journal of Pediatrics,46,1,56-56,,10.1186/s13052-020-0820-x,26010,#141543,DeRose 2020,,,141543,30-04-20
"The Risks of Prescribing Hydroxychloroquine for Treatment of COVID-19-First, Do No Harm","DeJong, Colette; Wachter, Robert M.",,2020,,JAMA internal medicine,,,,,10.1001/jamainternmed.2020.1853,26011,#141544,DeJong 2020,,,141544,30-04-20
Conception and deployment of a 30-bed field military intensive care hospital in Eastern France during the 2020 COVID-19 pandemic,"Déserts, Marc Danguy des; Mathais, Quentin; Luft, Antoine; Escarment, Jacques; Pasquier, Pierre",,2020,,Anaesthesia Critical Care & Pain Medicine,,,,,https://doi.org/10.1016/j.accpm.2020.04.008,26012,#141545,Déserts 2020,,,141545,30-04-20
Strategies for daily operating room management of ambulatory surgery centers following resolution of the acute phase of the COVID-19 pandemic,"Dexter, Franklin; Elhakim, Mohamed; Loftus, Randy W.; Seering, Melinda S.; Epstein, Richard H.","We performed a narrative review to explore the economics of daily operating room management decisions for ambulatory surgery centers following resolution of the acute phase of the Coronavirus Disease 2019 (COVID-19) pandemic. It is anticipated that there will be a substantive fraction of patients who will be contagious, but asymptomatic at the time of surgery. Use multimodal perioperative infection control practices (e.g., including patient decontamination) and monitor performance (e.g., S. aureus transmission from patient to the environment). The consequence of COVID-19 is that such processes are more important than ever to follow because infection affects not only patients but the surgery center staff and surgeons. Dedicate most operating rooms to procedures that are not airway aerosol producing and can be performed without general anesthesia. Increase throughput by performing nerve blocks before patients enter the operating rooms. Bypass the phase I post-anesthesia care unit whenever possible by appropriate choices of anesthetic approach and drugs. Plan long-duration workdays (e.g., 12-h). For cases where the surgical procedure does not cause aerosol production, but general anesthesia will be used, have initial (phase I) post-anesthesia recovery in the operating room where the surgery was done. Use anesthetic practices that achieve fast initial recovery of the brief ambulatory cases. When the surgical procedure causes aerosol production (e.g., bronchoscopy), conduct phase I recovery in the operating room and use multimodal environmental decontamination after each case. Use statistical methods to plan for the resulting long turnover times. Whenever possible, have the anesthesia and nursing teams stagger cases in more than one room so that they are doing one surgical case while the other room is being cleaned. In conclusion, this review shows that COVID-19 will markedly affect daily ambulatory workflow for patients undergoing general anesthesia, with potentially substantial economic impact for some surgical specialties.",2020,,Journal of Clinical Anesthesia,,,109854-109854,,https://doi.org/10.1016/j.jclinane.2020.109854,26013,#141546,Dexter 2020,,,141546,30-04-20
