Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,Escambia,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,2.045,0.555,4 out of 10,7 out of 9,7 out of 10,0.000000,0.000000,0.022222,0.022222,0 out of 10,0 out of 9,0 out of 10
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,Baldwin,0.784,0.000,0.748,0.261,7 out of 10,6 out of 9,7 out of 10,0.828,0.000,0.699,1.480,0 out of 10,0 out of 9,0 out of 10,7 out of 10,0.781,0.000,0.922,0.326,6 out of 10,6 out of 9,6 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,1.061,1.170,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.193,0.261,7 out of 10,0 out of 9,7 out of 10,0.000000,0.000000,0.051613,0.022727,0 out of 10,5 out of 9,5 out of 10
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,Jefferson,0.784,0.000,1.196,0.391,5 out of 10,6 out of 9,6 out of 10,0.828,0.000,1.349,0.686,2 out of 10,4 out of 9,4 out of 10,10 out of 10,0.781,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.686,0.500,4 out of 10,2 out of 9,4 out of 10,0.852,0.091,0.826,0.640,3 out of 10,2 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,0.784,0.000,0.431,0.246,7 out of 10,4 out of 9,7 out of 10,0.828,0.000,0.459,0.695,2 out of 10,0 out of 9,2 out of 10,4 out of 10,0.781,0.000,0.000,0.567,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,0.779,0.814,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.388,0.475,5 out of 10,0 out of 9,5 out of 10,0.000000,0.000000,0.000000,0.024390,0 out of 10,0 out of 9,0 out of 10
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,Autauga,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.781,0.000,1.951,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.959,0.803,1 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,Mobile,0.784,0.000,1.860,0.787,0 out of 10,5 out of 9,5 out of 10,0.828,0.000,1.025,1.030,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.747,0.456,4 out of 10,3 out of 9,4 out of 10,0.722,0.000,0.000,1.211,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.827,0.491,4 out of 10,4 out of 9,4 out of 10,0.852,0.091,0.590,0.535,4 out of 10,1 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.027027,0 out of 10,0 out of 9,0 out of 10
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,Jefferson,0.784,0.000,1.917,1.817,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.928,1.316,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.781,0.000,0.268,0.388,5 out of 10,0 out of 9,5 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,4.946,1.390,0 out of 10,7 out of 9,7 out of 10,0.852,0.091,0.483,0.741,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,Dallas,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.398,0.000,10 out of 10,9 out of 9,10 out of 10,10 out of 10,0.781,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.682,0.523,4 out of 10,2 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,Monroe,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.680,0.997,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,Winston,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.466,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,Pike,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,Baldwin,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.325,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.045455,0.040000,0 out of 10,1 out of 9,1 out of 10
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,Saint Clair,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.871,0.991,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,Madison,0.784,0.000,2.385,3.014,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.332,1.422,0 out of 10,0 out of 9,0 out of 10,7 out of 10,0.781,0.000,1.589,0.727,1 out of 10,5 out of 9,5 out of 10,0.722,0.000,5.076,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.626,0.758,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.780,0.658,3 out of 10,1 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,Jefferson,0.784,0.000,1.989,1.060,0 out of 10,4 out of 9,4 out of 10,0.828,0.000,0.725,0.913,0 out of 10,0 out of 9,0 out of 10,6 out of 10,0.781,0.000,0.644,0.188,7 out of 10,7 out of 9,7 out of 10,0.722,0.000,0.295,0.285,6 out of 10,0 out of 9,6 out of 10,0.815,0.000,1.037,1.366,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.506,0.484,5 out of 10,0 out of 9,5 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,0.784,0.000,0.862,0.556,3 out of 10,3 out of 9,3 out of 10,0.828,0.000,1.126,0.449,5 out of 10,6 out of 9,6 out of 10,6 out of 10,0.781,0.000,1.329,0.287,6 out of 10,7 out of 9,7 out of 10,0.722,0.000,0.666,0.337,5 out of 10,4 out of 9,5 out of 10,0.815,0.000,0.574,0.891,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.514,0.345,6 out of 10,3 out of 9,6 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,Conecuh,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,Montgomery,0.784,0.000,0.908,1.487,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.536,0.982,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.000,0.203,7 out of 10,0 out of 9,7 out of 10,0.722,0.000,0.395,0.763,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.771,0.643,2 out of 10,1 out of 9,2 out of 10,0.852,0.091,0.992,0.545,4 out of 10,4 out of 9,4 out of 10,0.000000,0.000000,0.013158,0.005525,0 out of 10,5 out of 9,5 out of 10
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,Colbert,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.907,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,Franklin,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.796,1 out of 10,0 out of 9,1 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,Talladega,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.194,0.162,9 out of 10,9 out of 9,9 out of 10,0.000000,0.000000,0.042553,0.000000,10 out of 10,9 out of 9,10 out of 10
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,Russell,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,Escambia,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,Anchorage,0.784,0.000,0.751,0.519,4 out of 10,3 out of 9,4 out of 10,0.828,0.000,2.288,1.974,0 out of 10,1 out of 9,1 out of 10,3 out of 10,0.781,0.000,0.350,1.701,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,0.445,0.833,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.909,0.844,1 out of 10,0 out of 9,1 out of 10,0.000000,0.000000,0.057692,0.000000,10 out of 10,9 out of 9,10 out of 10
020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,Matanuska-Susitna,0.784,0.000,0.000,0.439,4 out of 10,0 out of 9,4 out of 10,0.828,0.000,1.444,0.434,5 out of 10,6 out of 9,6 out of 10,3 out of 10,0.781,0.000,0.000,0.559,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,0.933,0 out of 10,Not Available,0 out of 10,0.852,0.091,0.357,0.601,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.129032,0.000000,10 out of 10,9 out of 9,10 out of 10
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,Juneau,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.589,0.426,6 out of 10,3 out of 9,6 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,Fairbanks North Star,0.784,0.000,1.957,Not Available,Not Available,Not Available,Not Available,0.828,0.000,1.515,0.685,2 out of 10,5 out of 9,5 out of 10,0 out of 10,0.781,0.000,0.000,1.018,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.370,0.580,4 out of 10,0 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.046512,0 out of 10,0 out of 9,0 out of 10
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,Anchorage,0.784,0.000,0.000,1.190,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.367,2.622,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,0.877,2.372,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.400,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,1.038,0.714,2 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.014286,0.019608,0 out of 10,0 out of 9,0 out of 10
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,Bethel,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,Kenai Peninsula,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,2.167,1.530,0 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.030303,0.055556,0 out of 10,0 out of 9,0 out of 10
020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,Anchorage,0.784,0.000,0.481,1.173,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.941,1.283,0 out of 10,3 out of 9,3 out of 10,0 out of 10,0.781,0.000,0.000,1.049,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.750,0.368,5 out of 10,7 out of 9,7 out of 10,0.852,0.091,1.139,1.351,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.125000,0.000000,10 out of 10,9 out of 9,10 out of 10
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,Maricopa,0.784,0.000,0.284,0.884,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.389,0.169,8 out of 10,5 out of 9,8 out of 10,0 out of 10,0.781,0.000,1.191,1.283,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,1.699,1.555,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.070,1.086,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.630,0.566,4 out of 10,1 out of 9,4 out of 10,0.000000,0.000000,0.019417,0.000000,10 out of 10,9 out of 9,10 out of 10
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,Pima,0.784,0.000,1.208,0.508,4 out of 10,5 out of 9,5 out of 10,0.828,0.000,0.629,1.022,0 out of 10,0 out of 9,0 out of 10,4 out of 10,0.781,0.000,0.418,0.703,1 out of 10,0 out of 9,1 out of 10,0.722,0.000,0.332,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.739,0.521,4 out of 10,2 out of 9,4 out of 10,0.852,0.091,1.062,0.474,5 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.014109,0.031447,0 out of 10,0 out of 9,0 out of 10
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,Yavapai,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,1.405,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,1.371,3.722,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.878,0.733,2 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.014706,0.035714,0 out of 10,0 out of 9,0 out of 10
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,Pima,0.784,0.000,0.263,0.000,10 out of 10,9 out of 9,10 out of 10,0.828,0.000,0.299,0.424,5 out of 10,0 out of 9,5 out of 10,8 out of 10,0.781,0.000,1.834,0.364,5 out of 10,8 out of 9,8 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.579,1.215,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.744,0.867,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
