"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-1 Measure Rate","ASC-1 Footnote","ASC-2 Measure Rate","ASC-2 Footnote","ASC-3 Measure Rate","ASC-3 Footnote","ASC-4 Measure Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-10 Rate","ASC-10 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote"
VISION CARE OF MAINEAROOSTOOK LLC,20C0001005,1023104825,PRESQUE ISLE,ME,4769,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,2.17,,N/A,N/A,N/A,N/A,N/A,5
SURGICAL CENTER OF CONNECTICUT LLC,07C0001029,1023113701,BRIDGEPORT,CT,6606,2018,0,,0,,0,,0,,95.65,,93.1,,N/A,5,83.65,,N/A,5,142,No Different than the National Rate,12.4,9,17.4,
MAIN LINE PA ENDOSCOPY ASC LP DBA MAIN LINE ENDOSCOPY CENTER WEST,39C0001137,1023115078,MALVERN,PA,19355,2018,0,,0,,0,,0,,93.4,,77.43,,N/A,5,N/A,5,N/A,5,3265,No Different than the National Rate,11.1,8.8,14,
RUSHLAND PARK SURGICENTER,45C0001183,1023122876,LUBBOCK,TX,79416,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ASSOCIATES SURGERY CENTERS LLC,39C0001236,1023123296,WEST MIFFLIN,PA,15122,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.79,,N/A,N/A,N/A,N/A,N/A,5
LOCUST GROVE ENDO CENTER,11C0001296,1023134640,LOCUST GROVE,GA,30248,2018,0,,0,,0,,0,,49.42,,46.34,,N/A,5,N/A,5,N/A,5,632,No Different than the National Rate,12,8.9,16.5,
THOUSAND OAKS SURGERY CENTER LLC,05C0001921,1023159860,THOUSAND OAKS,CA,91320,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,92.72,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ALBANY SURGERY CENTER LLP,11C0001043,1023160553,ALBANY,GA,31701,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PENINSULA ENDOSCOPY CENTER LLC,21C0001433,1023162013,DELMAR,MD,21875,2018,0,,0,,0,,0,,72.99,,88.6,,N/A,5,N/A,5,N/A,5,2597,No Different than the National Rate,12.3,9.8,15.6,
JCMG SURGERY CENTER INC,26C0001049,1023169380,JEFFERSON CITY,MO,65109,2018,0,,0,,0,,0,,99.17,,100,,N/A,5,100,,0.79,,2047,No Different than the National Rate,13.9,10.8,17.9,
RIVER ROAD SURGERY CENTER,21C0001337,1023169752,BETHESDA,MD,20816,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.46,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MAYS AND SCHNAPP PAIN CLINIC AND REHABILITATION CENTER,44C0001053,1023182581,MEMPHIS,TN,38120,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SANTA BARBARA SURGERY CENTER LP,05C0001529,1023191822,SANTA BARBARA,CA,93105,2018,0,,0,,0,,0.415,,76.79,,95.24,,N/A,5,99.56,,0.45,,478,No Different than the National Rate,13.3,9.8,18.1,
ANNE ARUNDEL UROLOGICAL SURGERY CENTER LLC,21C0001235,1023199601,ANNAPOLIS,MD,21401,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN MARTIN SURGERY CENTER DBA DURANGO OUTPATIENT SURGERY CENTER,29C0001073,1023218500,LAS VEGAS,NV,89113,2018,0,,0,,0,,0,,93.1,,95.37,,N/A,5,100,,N/A,5,900,No Different than the National Rate,12.9,9.8,17.3,
OC MULTISPECIALTY SURGERY CENTER LP,05C0001924,1023250438,TUSTIN,CA,92780,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTRO SPECIALISTS ENDOSCOPY CENTER LLC,11C0001350,1023252954,DECATUR,GA,30032,2018,0,,0,,0,,0,,88.44,,57.09,,N/A,5,N/A,5,N/A,5,338,No Different than the National Rate,12.4,9,17.1,
FLORHAM PARK SURGERY CENTER LLC,31C0001247,1023253291,FLORHAM PARK,NJ,7932,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
TAMPA SURGERY CENTER LLC,10C0001542,1023256187,TAMPA,FL,33618,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
CAROLINA DIGESTIVE DISEASES PA,34C0001161,1023257300,GREENVILLE,NC,27834,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1507,No Different than the National Rate,12.1,9.2,15.7,
CENTER FOR PAIN MANAGEMENT ASC LLC,21C0001396,1023266145,GLEN BURNIE,MD,21061,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DAY SURGERY AT RIVERBEND,38C0001089,1023271459,SPRINGFIELD,OR,97477,2018,0,,0,,0,,1.353,,N/A,5,N/A,5,N/A,5,92.66,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS SURGERY CENTER LLC,14C0001028,1023297553,CARBONDALE,IL,62901,2018,0,,0,,0,,0.993,,100,,98.44,,N/A,5,100,,0.46,,74,No Different than the National Rate,13,9.3,18.1,
TEXAS HEALTH SURGERY CENTER ADDISON,45C0001541,1023316197,DALLAS,TX,75287,2018,0,,0,,0,,1.269,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OPHTHALMOLOGY SURGERY CENTER OF DALLAS LLC,45C0001508,1023341740,DALLAS,TX,75231,2018,0,,0,,0.119,,0.119,,N/A,5,N/A,5,N/A,5,100,,0.18,,N/A,N/A,N/A,N/A,N/A,5
HATTIESBURG SURGERY CENTER LLC,25C0001076,1023343720,HATTIESBURG,MS,39402,2018,3.165,,0,,0,,0,,67.65,,78.38,,N/A,5,N/A,5,N/A,5,110,No Different than the National Rate,12.9,9.3,18.1,
PICCARD SURGERY CENTER LLC,21C0001508,1023349909,ROCKVILLE,MD,20850,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.1,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VANGUARD SURGICAL CENTER LLC,31C0001305,1023350907,MAYWOOD,NJ,7607,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OAKLAND PHYSICAN SURGERY CENTER,23C0001122,1023358116,TROY,MI,48083,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
THE EMORY CLINIC INC,11C0001064,1023359627,ATLANTA,GA,30327,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PACIFIC SURGERY CTR,05C0002010,1023365913,COSTA MESA,CA,92627,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,141,No Different than the National Rate,11.6,8.3,16.2,
VISTA SURGICAL CENTER,36C0001278,1023373628,CANTON,OH,44718,2018,0,,0.702,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.55,,N/A,N/A,N/A,N/A,N/A,5
MIDWEST SPECIALTY SURGERY CENTER LLC,15C0001186,1023373834,INDIANAPOLIS,IN,46241,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CANDESCENT EYE SURGICENTER LLC,41C0001002,1023399318,WARWICK,RI,2886,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.44,,N/A,N/A,N/A,N/A,N/A,5
TEXAS ENDOSCOPY CENTERS LLC,45C0001277,1023420577,PLANO,TX,75093,2018,0,,0,,0,,0,,91.21,,78.12,,N/A,5,94.44,,N/A,5,1124,No Different than the National Rate,11.8,8.9,15.9,
TEXAS ENDOSCOPY CENTERS LLC DBA TEXAS ENDOSCOPY,45C0001390,1023420577,PLANO,TX,75093,2018,0,,0,,0,,0,,91.21,,78.12,,N/A,5,94.44,,N/A,5,1124,No Different than the National Rate,11.8,8.9,15.9,
HEARTLAND REGIONAL MEDICAL CENTER,26C0001149,1023428281,KANSAS CITY,MO,64158,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,284,No Different than the National Rate,12.3,8.9,17.1,
GREAT LAKES AMBULATORY SURGERY CENTER,36C0001293,1023498219,MENTOR,OH,44060,2018,0,,0,,0,,1.6,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MID BRONX ENDOSCOPY CENTER LLC,33C0001168,1023551413,BRONX,NY,10453,2018,0,,0,,0,,0,,79.68,,23.71,,N/A,5,N/A,5,N/A,5,47,No Different than the National Rate,12.1,8.8,17,
SKI AMBULATORY SURGICAL CENTERS LLC,03C0001379,1023567260,PEORIA,AZ,85381,2018,0,,0,,0,,11.673,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED FAMILY SURGERY CENTER,44C0001098,1033105960,OAK RIDGE,TN,37830,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LAKE WORTH SURGICAL CENTER,10C0001299,1033106612,LAKE WORTH,FL,33467,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHWEST FLORIDA SURGICAL CENTER INC DBA NORTH FLORIDA SURGERY CENTER,10C0001193,1033113402,PENSACOLA,FL,32503,2018,0,,0,,0,,0,,50.85,,78.18,,N/A,5,93.46,,0.22,,58,No Different than the National Rate,12,8.5,16.7,
CAPLAN BERKELEY LLP,45C0001336,1033115472,HOUSTON,TX,77027,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.31,,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR UROLOGIC CARE OF BERKS CO PC DBA ERKS UROLOGIC SURGERY CENTER,39C0001139,1033116892,WYOMISSING,PA,19610,2018,0,,0,,0,,0.958,,N/A,5,N/A,5,N/A,5,97.3,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MED ATLANTIC INC,49C0001008,1033135314,RICHMOND,VA,23235,2018,0,,0,,0,,1.89,,N/A,5,N/A,5,N/A,5,82.99,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC DBA LEXINGTON MEDICAL CENTER LEXINGTON,42C0001040,1033137989,LEXINGTON,SC,29072,2018,0,,0,,0,,2.642,,95.38,,89.09,,N/A,5,99.36,,N/A,5,294,No Different than the National Rate,11.9,8.5,16.7,
GREENSPRING SURGERY CENTER LLC,21C0001443,1033141825,BALTIMORE,MD,21209,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,94.12,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WASHINGTON SPORTS MEDICINE ASSOCIATES INC,50C0001182,1033148192,KIRKLAND,WA,98034,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARKWEST SURGERY CENTER,44C0001112,1033154851,KNOXVILLE,TN,37923,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER NORTHLAND LLC,26C0001118,1033162631,KANSAS CITY,MO,64155,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
LA VETA SURGICAL CENTER,05C0001178,1033177373,ORANGE,CA,92868,2018,0,,0,,0,,0,,87.02,,24.1,,N/A,5,99.97,,0.21,,811,No Different than the National Rate,13.3,9.9,17.5,
ENDOSCOPY CENTER OF EL PASO,45C0001242,1033181862,EL PASO,TX,79902,2018,0,,0,,0,,2.066,,100,,97,,N/A,5,N/A,5,N/A,5,2696,No Different than the National Rate,11.5,9.1,14.5,
MAE PHYSICIANS SURGERY CENTER LLC,25C0001025,1033190129,JACKSON,MS,39202,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,68,,0.23,,N/A,N/A,N/A,N/A,N/A,5
RIVERPOINTE SURGERY CENTER,15C0001073,1033190566,ELKHART,IN,46514,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,595,No Different than the National Rate,11.4,8.4,15.3,
SURGICAL ASSOCIATES ENDOSCOPY CLINIC LLC,43C0001018,1033195912,ABERDEEN,SD,57401,2018,0,,0,,0,,0,,92.09,,68.51,,N/A,5,N/A,5,N/A,5,1423,No Different than the National Rate,13.6,10.6,17.6,
WEYMOUTH ENDOSCOPY LLC,22C0001049,1033199906,SOUTH WEYMOUTH,MA,2190,2018,0,,0,,0,,0.745,,96.63,,100,,N/A,5,N/A,5,N/A,5,2386,No Different than the National Rate,12.6,9.7,16.1,
CARLISLE ENDOSCOPY CENTER LTD,39C0001102,1033210760,CARLISLE,PA,17015,2018,0,,0,,0,,0.858,,94.29,,96.84,,N/A,5,N/A,5,N/A,5,1725,No Different than the National Rate,12.4,9.5,16.3,
CAPE COD EYE SURGERY AND LASER CENTER,22C0001030,1033213269,SANDWICH,MA,2563,2018,0,,0,,0,,0.251,,N/A,5,N/A,5,N/A,5,N/A,5,0.59,,N/A,N/A,N/A,N/A,N/A,5
SOUTH HILLS ENDOSCOPY CENTER,39C0001193,1033214903,PITTSBURGH,PA,15241,2018,0.912,,0,,0,,0,,36.83,,73.09,,N/A,5,N/A,5,N/A,5,1237,No Different than the National Rate,12.6,9.5,16.8,
WESTWOOD SURGERY CENTER,05C0001714,1033215223,LOS ANGELES,CA,90025,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER AT ST MARY,39C0001231,1033220751,LANGHORNE,PA,19047,2018,0,,0,,0,,0,,94.44,,79.76,,N/A,5,N/A,5,N/A,5,2061,No Different than the National Rate,14.5,11.2,18.5,
EMPIRE SURGERY CENTER,05C0001478,1033222989,BAKERSFIELD,CA,93301,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,85.96,,0.72,,N/A,N/A,N/A,N/A,N/A,5
COTTON ONEIL DIGESTIVE HEALTH CENTER DBA COTTON ONEIL ENDOSCOPY CENTER,17C0001025,1033246459,TOPEKA,KS,66604,2018,0,,0,,0,,0,,97.13,,89.01,,N/A,5,N/A,5,N/A,5,4589,No Different than the National Rate,12,9.8,14.7,
DR HOWARD L SCHULTHEISS JR DPM PA,21C0001308,1033250055,BEL AIR,MD,21014,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MCDOWELL AMBULATORY SURGERY CENTER LLC,03C0001296,1033250618,PHOENIX,AZ,85006,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEMECULA VALLEY DAY SURGERY CENTER,05C0001225,1033282173,MURRIETA,CA,92562,2018,0,,0,,0,,0,,N/A,5,N/A,1,98.83,,N/A,5,N/A,5,75,No Different than the National Rate,12.3,8.9,17.1,
JESSCO LLC,21C0001448,1033290499,BERLIN,MD,21811,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PIKES PEAK ENDOSCOPY AND SURGERY CENTER LLC,06C0001039,1033292214,COLORADO SPRINGS,CO,80907,2018,0,,0,,0,,0,,99.1,,98.68,,N/A,5,N/A,1,N/A,5,2854,No Different than the National Rate,11,8.6,14.2,
NORTHERN NEW JERSEY EYE INSTITUTE PA,31C0001024,1033294640,SOUTH ORANGE,NJ,7079,2018,0,,0,,0,,0,,N/A,5,N/A,5,80.66,,N/A,5,0.69,,N/A,N/A,N/A,N/A,N/A,5
WILSHIRE CENTER FOR AMBULATORY SURGERY INC,05C0001866,1033309406,LOS ANGELES,CA,90017,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
VISTA SURGERY CENTER LLC,45C0001479,1033316765,EL PASO,TX,79936,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5
SSM ST CLARE SURGICAL CENTER LLC,26C0001141,1033351119,FENTON,MO,63026,2018,2.535,,0,,0,,0,,N/A,1,N/A,1,N/A,5,100,,0,,63,No Different than the National Rate,12.3,8.9,16.9,
ATLANTA WEST ENDOSCOPY CENTER LLC,11C0001328,1033355359,DOUGLASVILLE,GA,30135,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,39,No Different than the National Rate,13.2,9.5,18.6,
TATTNALL HOSPITAL COMPANY LLC DBA OPTIM SURGERY CENTER,11C0001164,1033363064,SAVANNAH,GA,31405,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.06,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MISSION ENDOSCOPY CENTER INC,05C0001885,1033368378,MISSION VIEJO,CA,92691,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,626,No Different than the National Rate,11.7,8.6,15.8,
THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,42C0001078,1033373691,MOUNT PLEASANT,SC,29464,2018,0.132,,0,,0,,0.658,,N/A,5,N/A,5,N/A,5,3.85,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ABILENE SURGERY CENTERLLC,45C0001493,1033375399,ABILENE,TX,79606,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HIGH DESERT SURGERY CENTER LLC,50C0001281,1033399084,KENNEWICK,WA,99336,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.46,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN TAN SURGERY CENTER LLC,03C0001339,1033400619,GILBERT,AZ,85295,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED AMBULATORY SURGERY CENTER LLC,15C0001175,1033426580,EVANSVILLE,IN,47714,2018,0.744,,0.744,,0,,2.232,,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY SURGERY CENTER OF SILICON VALLEY LLC,05C0001541,1033448782,SAN JOSE,CA,95124,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,643,No Different than the National Rate,11.9,8.8,16.2,
SUTTER AMADOR SURGERY CENTER LLC,05C0001640,1033453311,JACKSON,CA,95642,2018,0,,0,,0,,0,,77.53,,N/A,1,N/A,5,98.31,,0,,382,No Different than the National Rate,14.6,10.7,19.8,
TOWN CENTER ASC LLC,23C0001121,1033466933,TROY,MI,48084,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WHITE FENCE SURGICAL SUITES LLC,36C0001280,1033468400,NEW ALBANY,OH,43054,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.97,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORNERSTONE SURGICARE LLC,10C0001574,1033468442,PENSACOLA,FL,32503,2018,0,,0.951,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPRING CREEK SURGICAL CENTER LLC,46C0001061,1033503420,PROVIDENCE,UT,84332,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ISLAND AMBULATORY SURGERY CENTER,33C0001152,1033517263,BROOKLYN,NY,11223,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KENT ISLAND SURGERY CENTER LLC,21C0001487,1033524855,CHESTER,MD,21619,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NEWNAN CENTER FOR FOOT AND ANKLE SURGERY LLC,11C0001429,1033530084,NEWNAN,GA,30265,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ABINGDON SURGICAL CENTER PC,21C0001593,1033560420,ABINGDON,MD,21009,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS CENTER FOR INTERVENTIONAL SURGERY LLC,45C0001631,1033564414,ADDISON,TX,75001,2018,0,,1.575,,0,,0,,N/A,5,N/A,5,N/A,5,97.48,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARK TEN SURGERY CENTER,45C0001539,1033586136,HOUSTON,TX,77084,2018,0,,0,,0,,1.747,,N/A,5,N/A,5,99.68,,100,,0,,N/A,N/A,N/A,N/A,N/A,5
SELECT AMBULATORY SURGERY CENTER OF FT WORTH LLC,45C0001598,1033589742,FORT WORTH,TX,76104,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEDSTAR SURGERY CENTER AT TIMONIUM LLC,21C0001600,1033635206,TIMONIUM,MD,21093,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LANCASTER SPECIALTY SURGERY CENTER,36C0001301,1033668587,LANCASTER,OH,43130,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,89.03,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MONTICELLO SURGERY CENTER,24C0001093,1033669395,MONTICELLO,MN,55362,2018,N/A,5,N/A,5,N/A,5,N/A,5,100,,100,,N/A,5,95.04,,0,,69,No Different than the National Rate,12.4,8.9,17.2,
INDIANA AMBULATORY SURGICAL ASSOCIATES LLC,39C0001075,1043204688,INDIANA,PA,15701,2018,0,,0,,0,,0,,17.58,,100,,N/A,5,100,,0.29,,126,No Different than the National Rate,11.8,8.5,16.3,
ST LUKES SURGICAL CENTER INC,10C0001016,1043205040,TARPON SPRINGS,FL,34689,2018,0.169,,0,,0,,0.169,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
LOWERY SURGERY CENTER,04C0001009,1043208283,SEARCY,AR,72143,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF CANFIELD LLC,36C0001191,1043209653,CANFIELD,OH,44406,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.43,,0.15,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NORTHEAST SURGICAL CARE OF NEWINGTON LLC DBA NORTHEAST SURGICAL CARE,30C0001019,1043215858,NEWINGTON,NH,3801,2018,0,,1.168,,0,,0,,N/A,5,N/A,5,N/A,5,97.83,,0,,N/A,N/A,N/A,N/A,N/A,5
TRIAD EYE INSTITUTE PLLC,37C0001039,1043216617,MUSKOGEE,OK,74401,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.37,,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF LONG BEACH,05C0001512,1043217615,LONG BEACH,CA,90806,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.87,,0,,N/A,N/A,N/A,N/A,N/A,5
COTTONWOOD DAY SURGERY CENTER,03C0001308,1043222417,COTTONWOOD,AZ,86326,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST MARYS AMBULATORY SURGERY CENTER LLC,49C0001044,1043236664,RICHMOND,VA,23226,2018,0,,0,,0,,2.475,,N/A,5,N/A,5,N/A,5,99.75,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH VALLEY ENDOSCOPY CENTER LLC,03C0001295,1043239338,PHOENIX,AZ,85032,2018,0,,0,,0,,0.713,,92.81,,64.17,,N/A,5,N/A,5,N/A,5,2296,No Different than the National Rate,12.3,9.5,15.7,
DUTCHESS AMBULATORY SURGICAL CENTER,33C0001034,1043246077,POUGHKEEPSIE,NY,12603,2018,0,,0,,0,,0.68,,N/A,1,100,,N/A,5,100,,0.16,,72,No Different than the National Rate,11.9,8.4,16.6,
DIGESTIVE DISEASE SPECIALISTS INC SOUTH,37C0001054,1043253263,OKLAHOMA CITY,OK,73109,2018,0,,0,,0,,0,,97.37,,87.5,,N/A,5,N/A,5,N/A,5,2839,No Different than the National Rate,14.3,11.7,17.6,
SIERRA AMBULATORY SURGERY CENTER,05C0001760,1043254063,GRASS VALLEY,CA,95945,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.35,,N/A,N/A,N/A,N/A,N/A,5
ORTHOPEDIC AND SPORTS SURGERY CENTER,52C0001065,1043254162,APPLETON,WI,54913,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PREMIERE SURGERY CENTER INC,05C0001138,1043268840,ESCONDIDO,CA,92026,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,88.24,,0.51,,N/A,N/A,N/A,N/A,N/A,5
NORTH FULLERTON SURGERY CENTER LLC,31C0001167,1043271604,MONTCLAIR,NJ,7042,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WEST PARK SURGERY CENTER LLC,10C0001443,1043272750,PINELLAS PARK,FL,33781,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FOREST AMBULATORY SURGICAL ASSOCIATES LLC DBA FOREST ABULATORY SURGERY CENTER,05C0001066,1043275183,SAN JOSE,CA,95128,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,44,No Different than the National Rate,12.1,8.6,17,
UPMC MONROEVILLE SURGERY CTR,39C0001046,1043281660,MONROEVILLE,PA,15146,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,208,No Different than the National Rate,12.7,9.2,17.2,
