"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
050289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,(650) 992-4000,96,4,0,98,91,8,1,95,79,18,3,93,77,19,4,90,,1153,356,31,10/01/2018,09/30/2019
050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,(310) 829-5511,96,3,1,98,90,8,2,94,88,10,2,95,86,12,2,94,,1550,448,29,10/01/2018,09/30/2019
050300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,(760) 242-2311,96,3,1,97,88,9,3,92,82,14,4,92,80,16,4,92,,1572,343,26,10/01/2018,09/30/2019
050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,(707) 462-3111,95,4,1,97,89,9,2,94,80,17,3,93,82,16,2,93,,2479,498,21,10/01/2018,09/30/2019
050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,(661) 326-2000,92,6,2,95,85,9,6,90,72,21,7,89,69,25,6,87,,4816,435,9,10/01/2018,09/30/2019
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,(858) 626-4123,97,3,0,98,89,8,3,93,84,12,4,94,85,13,2,94,,2054,583,29,10/01/2018,09/30/2019
050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,(951) 737-4343,95,4,1,97,87,10,3,92,74,21,5,91,68,27,5,87,,1650,415,25,10/01/2018,09/30/2019
050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,(310) 325-9110,97,3,0,98,90,8,2,94,88,11,1,95,89,10,1,95,,2851,871,31,10/01/2018,09/30/2019
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,(310) 540-7676,96,3,1,98,89,9,2,94,87,11,2,94,85,12,3,93,,3085,840,27,10/01/2018,09/30/2019
050357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,(805) 681-6446,97,2,1,98,89,8,3,93,92,6,2,96,89,10,1,96,,864,300,35,10/01/2018,09/30/2019
050390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,(951) 652-2811,91,7,2,94,81,14,5,88,68,22,10,87,56,35,9,81,,1891,374,20,10/01/2018,09/30/2019
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,(805) 652-5011,95,4,1,97,85,12,3,91,80,17,3,93,82,17,1,94,,836,253,30,10/01/2018,09/30/2019
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,(805) 682-7111,97,2,1,98,89,9,2,93,90,8,2,96,91,7,2,96,,2665,873,33,10/01/2018,09/30/2019
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,97,3,0,98,94,5,1,97,90,9,1,96,89,10,1,96,,2451,716,29,10/01/2018,09/30/2019
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 455-9100,96,3,1,98,90,8,2,94,87,11,2,94,86,12,2,94,,1498,450,30,10/01/2018,09/30/2019
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,96,3,1,98,91,7,2,95,85,12,3,94,84,14,2,93,,3279,1321,40,10/01/2018,09/30/2019
050438,HUNTINGTON MEMORIAL HOSPITAL,100 W CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,97,3,0,98,89,9,2,93,87,11,2,94,89,10,1,96,,1450,407,28,10/01/2018,09/30/2019
050485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,93,7,0,97,89,10,1,94,77,23,0,93,80,20,0,93,3,293,44,20,10/01/2018,09/30/2019
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,96,3,1,98,86,10,4,91,84,12,4,94,87,10,3,94,,794,246,31,10/01/2018,09/30/2019
050502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,(213) 484-7111,92,7,1,96,86,10,4,91,75,19,6,90,74,21,5,89,,2201,429,20,10/01/2018,09/30/2019
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,96,3,1,98,91,7,2,95,84,14,2,93,86,12,2,94,,2848,827,29,10/01/2018,09/30/2019
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,(415) 444-2000,95,4,1,97,90,8,2,94,78,19,3,92,81,18,1,93,,2131,838,39,10/01/2018,09/30/2019
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,97,3,0,98,91,7,2,95,86,12,2,94,84,15,1,94,,2337,802,34,10/01/2018,09/30/2019
050515,KAISER FOUNDATION HOSPITAL - ZION,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,(619) 528-5000,97,3,0,98,92,7,1,95,88,10,2,95,87,11,2,95,,9631,3234,34,10/01/2018,09/30/2019
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,(650) 299-2000,96,4,0,98,90,8,2,94,84,14,2,94,86,12,2,94,,1873,699,37,10/01/2018,09/30/2019
050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,(213) 857-2201,97,2,1,98,93,6,1,96,87,11,2,94,84,14,2,94,,2937,734,25,10/01/2018,09/30/2019
050567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,(949) 364-1400,97,3,0,98,91,7,2,94,88,10,2,95,88,11,1,95,,4478,1171,31,10/01/2018,09/30/2019
050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 675-5555,94,5,1,96,88,10,2,93,71,22,7,90,64,30,6,85,,1158,218,19,10/01/2018,09/30/2019
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 734-2011,97,2,1,98,92,7,1,95,90,8,2,95,91,6,3,95,,668,180,27,10/01/2018,09/30/2019
050603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,(949) 837-4500,95,4,1,97,88,10,2,93,85,12,3,94,87,11,2,95,,804,128,26,10/01/2018,09/30/2019
050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,(408) 972-7000,95,4,1,97,92,7,1,96,86,12,2,94,85,12,3,93,,2382,734,31,10/01/2018,09/30/2019
050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,(714) 279-4000,97,3,0,98,92,6,2,95,90,8,2,95,88,11,1,95,,9448,2966,31,10/01/2018,09/30/2019
050624,HENRY MAYO NEWHALL  HOSPITAL,23845 MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,(661) 253-8000,,,,,,,,,,,,,,,,,4,,,,,
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,,,,,,,,,,,,,,,,,4,,,,,
050660,USC KENNETH NORRIS JR CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,CA,90089,LOS ANGELES,(323) 865-3000,95,4,1,97,90,8,2,94,82,11,7,92,83,10,7,91,,937,255,27,10/01/2018,09/30/2019
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 688-2000,96,4,0,98,91,8,1,95,87,11,2,95,87,12,1,95,,2176,693,32,10/01/2018,09/30/2019
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,(818) 719-3800,98,2,0,99,94,5,1,96,88,10,2,95,86,13,1,95,,2324,781,34,10/01/2018,09/30/2019
050678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,(714) 378-7406,94,5,1,96,84,12,4,90,83,13,4,92,79,16,5,90,,640,128,30,10/01/2018,09/30/2019
050684,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,(951) 679-8888,90,9,1,95,82,14,4,89,67,20,13,87,61,32,7,83,,691,131,19,10/01/2018,09/30/2019
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,(951) 353-2000,95,4,1,97,91,7,2,95,86,11,3,94,86,12,2,94,,1983,638,32,10/01/2018,09/30/2019
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,(707) 571-4000,97,3,0,98,89,8,3,93,85,12,3,94,85,13,2,94,,2405,899,37,10/01/2018,09/30/2019
050696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,(323) 442-8656,97,2,1,98,91,7,2,95,89,8,3,95,89,8,3,95,,4559,1029,23,10/01/2018,09/30/2019
050701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,(951) 696-6000,97,2,1,98,92,6,2,95,86,12,2,94,82,16,2,93,,2088,570,27,10/01/2018,09/30/2019
050710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,(559) 448-4500,97,3,0,98,92,6,2,95,89,9,2,95,85,13,2,94,,2607,852,33,10/01/2018,09/30/2019
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,(626) 851-1011,95,5,0,98,92,7,1,95,86,12,2,94,85,13,2,94,,2697,846,31,10/01/2018,09/30/2019
050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,(562) 945-3561,95,5,0,97,83,12,5,89,79,17,4,92,76,21,3,91,,1473,166,12,10/01/2018,09/30/2019
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 570-9000,92,8,0,96,83,12,5,89,85,12,3,94,86,12,2,95,,1109,243,23,10/01/2018,09/30/2019
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 573-2222,95,4,1,97,87,9,4,92,81,15,4,93,81,17,2,93,,2758,179,8,10/01/2018,09/30/2019
050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,(626) 350-7975,92,8,0,96,83,11,6,88,85,12,3,94,84,13,3,94,3,346,81,24,10/01/2018,09/30/2019
050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,(310) 657-5900,94,5,1,96,86,11,3,92,78,16,6,91,77,18,5,90,,1222,181,16,10/01/2018,09/30/2019
050748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,(209) 825-3700,97,3,0,98,91,7,2,95,88,10,2,95,86,12,2,94,,7593,2067,27,10/01/2018,09/30/2019
050760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,(925) 813-6500,97,3,0,98,92,7,1,96,88,10,2,95,88,9,3,95,,2713,940,35,10/01/2018,09/30/2019
050761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,(818) 881-0800,95,4,1,97,86,10,4,91,81,15,4,92,76,19,5,90,,1703,354,21,10/01/2018,09/30/2019
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 251-6000,96,3,1,98,92,7,1,95,87,11,2,94,85,13,2,94,,2452,667,27,10/01/2018,09/30/2019
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,(707) 624-4000,97,3,0,98,92,7,1,96,88,10,2,95,90,9,1,96,,1810,724,40,10/01/2018,09/30/2019
050769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,(949) 727-5000,99,1,0,99,91,7,2,94,94,5,1,97,94,5,1,98,,962,366,38,10/01/2018,09/30/2019
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,97,3,0,99,91,7,2,95,88,10,2,95,88,11,1,95,,4901,1590,33,10/01/2018,09/30/2019
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,97,3,0,98,86,11,3,92,90,8,2,95,89,10,1,96,,1626,562,35,10/01/2018,09/30/2019
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,95,4,1,97,88,9,3,93,85,12,3,94,84,14,2,94,,2799,811,29,10/01/2018,09/30/2019
050785,DOCS SURGICAL HOSPITAL,,,CA,,,(   )    -,,,,,,,,,,,,,,,,,4,,,,,
051316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,(530) 842-4121,,,,,,,,,,,,,,,,,4,,,,,
051318,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,(707) 445-8121,97,3,0,98,93,6,1,96,79,17,4,92,79,20,1,92,,1682,477,31,10/01/2018,09/30/2019
051321,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,(707) 431-6500,97,3,0,98,91,7,2,94,80,18,2,93,80,18,2,93,,1966,556,28,10/01/2018,09/30/2019
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,SANTA BARBARA,(805) 688-6431,98,2,0,99,90,8,2,94,91,8,1,96,90,9,1,96,,815,341,42,10/01/2018,09/30/2019
053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-8001,100,0,0,100,78,22,0,89,100,0,0,95,99,1,0,100,1;2,57,3,6,10/01/2018,09/30/2019
060003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,CO,80501,BOULDER,(303) 651-5111,97,3,0,98,91,7,2,95,84,13,3,93,80,17,3,92,,1787,441,25,10/01/2018,09/30/2019
060004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,80601,ADAMS,(303) 498-1601,97,3,0,98,91,8,1,95,87,12,1,95,83,16,1,94,,3162,661,21,10/01/2018,09/30/2019
060006,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,MONTROSE,CO,81401,MONTROSE,(970) 249-2211,97,3,0,99,90,8,2,94,83,15,2,93,80,19,1,93,,1212,357,29,10/01/2018,09/30/2019
060009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,(303) 425-4500,97,3,0,99,90,8,2,94,87,11,2,94,86,12,2,94,,3847,1094,28,10/01/2018,09/30/2019
060011,DENVER HEALTH & HOSPITAL AUTHORITY,777 BANNOCK ST,DENVER,CO,80204,DENVER,(303) 602-4930,95,4,1,97,90,8,2,94,84,14,2,94,82,15,3,93,,1776,332,19,10/01/2018,09/30/2019
060012,"ST MARY CORWIN MED CTR, CENTURA HEALTH",1008 MINNEQUA AVE,PUEBLO,CO,81004,PUEBLO,(719) 557-4000,96,4,0,98,88,10,2,93,79,18,3,92,74,24,2,90,,1315,291,22,10/01/2018,09/30/2019
060013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,LA PLATA,(970) 247-4311,97,3,0,98,92,7,1,96,87,11,2,94,84,14,2,94,,1948,497,26,10/01/2018,09/30/2019
060015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 WEST 2ND PLC,LAKEWOOD,CO,80228,JEFFERSON,(720) 321-0000,96,3,1,98,88,10,2,93,84,14,2,94,82,17,1,93,,1631,456,28,10/01/2018,09/30/2019
060023,ST MARYS MEDICAL CENTER,2635 N 7TH ST,GRAND JUNCTION,CO,81502,MESA,(970) 298-1950,96,4,0,98,90,9,1,94,82,15,3,93,81,17,2,93,,3856,1095,28,10/01/2018,09/30/2019
060027,BOULDER COMMUNITY HEALTH,4747 ARAPAHOE AVENUE,BOULDER,CO,80303,BOULDER,(303) 415-7000,96,4,0,98,90,8,2,94,84,14,2,93,85,14,1,95,,2209,587,27,10/01/2018,09/30/2019
060028,SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,80218,DENVER,(303) 812-2000,97,2,1,98,92,7,1,95,89,9,2,95,87,11,2,95,,6999,2097,30,10/01/2018,09/30/2019
060031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 NORTH NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,(719) 776-5000,96,4,0,98,93,6,1,96,85,13,2,94,83,15,2,93,,3108,929,30,10/01/2018,09/30/2019
060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,DENVER,(303) 778-1955,95,5,0,98,91,8,1,95,80,17,3,92,78,19,3,91,,1585,414,26,10/01/2018,09/30/2019
060071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD ST,DELTA,CO,81416,DELTA,(970) 874-7681,,,,,,,,,,,,,,,,,4,,,,,
060075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,GARFIELD,(970) 945-6535,97,3,0,98,90,8,2,94,83,15,2,94,83,15,2,93,,2062,500,25,10/01/2018,09/30/2019
060096,VAIL HEALTH HOSPITAL,181 W MEADOW DR,VAIL,CO,81657,EAGLE,(970) 476-2451,97,3,0,98,89,9,2,93,85,14,1,94,86,14,0,95,,491,139,30,10/01/2018,09/30/2019
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DR,LOUISVILLE,CO,80027,BOULDER,(303) 673-1280,98,1,1,98,94,5,1,97,91,7,2,95,89,9,2,96,,1387,339,25,10/01/2018,09/30/2019
060104,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PKWY,WESTMINSTER,CO,80023,BROOMFIELD,(720) 627-0000,96,3,1,98,90,9,1,94,87,11,2,94,84,13,3,93,,1778,414,23,10/01/2018,09/30/2019
060113,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",7700 S BROADWAY,LITTLETON,CO,80122,ARAPAHOE,(303) 730-8900,97,2,1,98,93,6,1,96,88,11,1,95,84,15,1,94,,1315,353,27,10/01/2018,09/30/2019
060114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,PARKER,CO,80138,DOUGLAS,(303) 269-4000,98,2,0,99,93,5,2,96,91,7,2,95,88,10,2,95,,1668,391,24,10/01/2018,09/30/2019
060116,GOOD SAMARITAN MEDICAL CENTER LLC,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,BOULDER,(303) 689-4000,97,3,0,99,91,8,1,95,88,10,2,94,86,13,1,95,,6897,2175,32,10/01/2018,09/30/2019
060118,ST. ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DRIVE,FRISCO,CO,80443,SUMMIT,(970) 668-3300,97,3,0,99,93,6,1,96,94,6,0,97,90,8,2,95,,527,133,25,10/01/2018,09/30/2019
060124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 WEST 2ND PLACE,LAKEWOOD,CO,80228,JEFFERSON,(720) 321-5000,98,2,0,99,92,7,1,96,92,7,1,96,89,10,1,96,,996,329,33,10/01/2018,09/30/2019
060125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BLVD,CASTLE ROCK,CO,80109,DOUGLAS,(720) 455-2500,97,3,0,98,92,6,2,95,89,10,1,95,89,10,1,96,,1791,499,28,10/01/2018,09/30/2019
061309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 WEST 7TH ST,WRAY,CO,80758,YUMA,(970) 332-4811,98,2,0,99,92,6,2,95,89,10,1,95,88,12,0,96,,410,182,44,10/01/2018,09/30/2019
061312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,ESTES PARK,CO,80517,LARIMER,(970) 577-4470,99,1,0,99,96,4,0,99,84,14,2,93,78,22,0,93,3,134,46,35,10/01/2018,09/30/2019
061317,GRAND RIVER HOSPITAL DISTRICT,501 AIRPORT RD,RIFLE,CO,81650,GARFIELD,(970) 625-1510,98,2,0,99,95,5,0,97,90,8,2,95,85,14,1,95,,960,196,20,10/01/2018,09/30/2019
061322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,1000 RUSH DR,SALIDA,CO,81201,CHAFFEE,(719) 530-2200,97,3,0,98,93,6,1,96,88,11,1,95,80,19,1,93,,608,207,35,10/01/2018,09/30/2019
070003,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,(860) 928-6541,97,2,1,98,92,6,2,95,84,13,3,93,78,20,2,91,,1329,455,34,10/01/2018,09/30/2019
070006,STAMFORD HOSPITAL,ONE HOSPITAL PLAZA,STAMFORD,CT,6904,FAIRFIELD,(203) 276-1000,97,2,1,98,92,6,2,95,91,7,2,96,90,8,2,96,,1777,416,23,10/01/2018,09/30/2019
070007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,NEW LONDON,(860) 442-0711,96,3,1,98,90,8,2,94,83,14,3,93,82,16,2,93,,1349,360,27,10/01/2018,09/30/2019
070011,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,LITCHFIELD,(860) 496-6666,97,3,0,99,90,8,2,94,79,18,3,92,71,27,2,89,,1410,449,32,10/01/2018,09/30/2019
070017,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,CT,6450,NEW HAVEN,(203) 694-8200,,,,,,,,,,,,,,,,,4,,,,,
070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,112 MANSFIELD AVENUE,WILLIMANTIC,CT,6226,WINDHAM,(860) 456-9116,,,,,,,,,,,,,,,,,4,,,,,
070024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,NEW LONDON,(860) 889-8331,,,,,,,,,,,,,,,,,4,,,,,
070025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,HARTFORD,(860) 545-5000,,,,,,,,,,,,,,,,,4,,,,,
070028,ST. VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,FAIRFIELD,(203) 576-5551,97,3,0,99,91,7,2,95,86,12,2,95,87,11,2,95,,2212,434,20,10/01/2018,09/30/2019
070033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,FAIRFIELD,(203) 739-7000,98,2,0,99,92,6,2,95,88,10,2,94,87,12,1,95,,1907,549,29,10/01/2018,09/30/2019
070034,NORWALK HOSPITAL,24 STEVENS STREET,NORWALK,CT,6856,FAIRFIELD,(203) 852-2000,98,2,0,99,90,8,2,94,88,10,2,94,85,14,1,94,,1332,376,28,10/01/2018,09/30/2019
070035,THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND STREET,NEW BRITAIN,CT,6050,HARTFORD,(860) 224-5011,,,,,,,,,,,,,,,,,4,,,,,
070036,JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,FARMINGTON,CT,6032,HARTFORD,(860) 679-1145,,,,,,,,,,,,,,,,,4,,,,,
080001,CHRISTIANA HOSPITAL,4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,NEW CASTLE,(302) 733-1000,97,3,0,98,91,7,2,95,88,9,3,94,86,13,1,95,,2459,557,25,10/01/2018,09/30/2019
080004,"BAYHEALTH HOSPITAL, KENT CAMPUS",640 S STATE STREET,DOVER,DE,19901,KENT,(302) 744-7001,97,3,0,98,93,6,1,96,82,15,3,92,77,20,3,91,,3786,1008,27,10/01/2018,09/30/2019
080009,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",100 WELLNESS WAY,MILFORD,DE,19963,SUSSEX,(302) 422-3311,99,1,0,99,95,4,1,97,89,10,1,95,85,14,1,94,,2195,653,30,10/01/2018,09/30/2019
090001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,THE DISTRICT,(202) 716-4605,93,6,1,96,88,10,2,93,77,19,4,91,78,17,5,91,,1232,260,21,10/01/2018,09/30/2019
