Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,Calhoun,51.80,79.08,87.12,80.96,79.70,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,80.09,78.73,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,61.89,67.43,2 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,50.19,49.90,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,64.86,61.99,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,69.16,68.30,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,83.95,86.28,0 out of 10,2 out of 9,2 out of 10,32.47,71.59,85.12,67.08,66.10,0 out of 10,0 out of 9,0 out of 10,8,17
010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,Limestone,51.80,79.08,87.12,80.39,83.59,6 out of 10,4 out of 9,6 out of 10,50.67,80.41,88.44,80.49,85.06,6 out of 10,5 out of 9,6 out of 10,35.74,65.07,80.14,61.94,64.08,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,47.77,50.32,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,61.13,60.24,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,70.93,74.38,6 out of 10,4 out of 9,6 out of 10,66.72,87.44,92.11,85.56,87.05,0 out of 10,2 out of 9,2 out of 10,32.47,71.59,85.12,70.97,68.63,0 out of 10,0 out of 9,0 out of 10,22,18
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,Baldwin,51.80,79.08,87.12,83.88,85.33,7 out of 10,4 out of 9,7 out of 10,50.67,80.41,88.44,81.61,80.43,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,74.76,76.52,7 out of 10,3 out of 9,7 out of 10,20.33,51.14,62.50,54.00,56.96,5 out of 10,3 out of 9,5 out of 10,26.16,63.30,73.86,69.54,71.51,8 out of 10,4 out of 9,8 out of 10,41.92,65.72,79.42,71.55,73.68,6 out of 10,2 out of 9,6 out of 10,66.72,87.44,92.11,88.05,87.81,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,78.48,77.65,5 out of 10,0 out of 9,5 out of 10,40,20
010085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,Morgan,51.80,79.08,87.12,79.23,80.84,2 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,82.88,84.79,5 out of 10,3 out of 9,5 out of 10,35.74,65.07,80.14,58.53,64.87,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,48.72,47.60,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,63.72,61.46,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,67.14,66.43,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,87.29,87.68,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,63.94,70.62,0 out of 10,3 out of 9,3 out of 10,14,17
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,Fayette,51.80,79.08,87.12,83.33,80.56,2 out of 10,0 out of 9,2 out of 10,50.67,80.41,88.44,89.83,86.87,8 out of 10,0 out of 9,8 out of 10,35.74,65.07,80.14,71.96,76.65,7 out of 10,5 out of 9,7 out of 10,20.33,51.14,62.50,50.68,54.63,3 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,65.65,71.98,8 out of 10,7 out of 9,8 out of 10,41.92,65.72,79.42,77.10,73.20,5 out of 10,0 out of 9,5 out of 10,66.72,87.44,92.11,89.79,93.03,10 out of 10,9 out of 9,10 out of 10,32.47,71.59,85.12,75.58,77.04,4 out of 10,1 out of 9,4 out of 10,47,20
010087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,Mobile,51.80,79.08,87.12,82.28,79.78,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,86.01,82.42,3 out of 10,0 out of 9,3 out of 10,35.74,65.07,80.14,67.69,69.91,3 out of 10,1 out of 9,3 out of 10,20.33,51.14,62.50,51.60,53.10,2 out of 10,1 out of 9,2 out of 10,26.16,63.30,73.86,71.90,70.46,7 out of 10,0 out of 9,7 out of 10,41.92,65.72,79.42,69.61,65.11,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.15,86.16,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,76.07,73.61,2 out of 10,0 out of 9,2 out of 10,18,18
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,Walker,51.80,79.08,87.12,78.68,81.13,3 out of 10,2 out of 9,3 out of 10,50.67,80.41,88.44,82.30,81.17,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,67.24,73.29,5 out of 10,4 out of 9,5 out of 10,20.33,51.14,62.50,51.63,49.98,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,66.80,64.90,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,65.54,64.48,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.24,87.59,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,69.10,70.91,0 out of 10,1 out of 9,1 out of 10,13,18
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,Mobile,51.80,79.08,87.12,77.87,75.72,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,81.61,78.09,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,66.22,72.56,5 out of 10,4 out of 9,5 out of 10,20.33,51.14,62.50,49.95,50.65,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,61.25,58.17,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.14,63.32,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.29,84.31,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,73.25,68.52,0 out of 10,0 out of 9,0 out of 10,5,16
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,Clarke,51.80,79.08,87.12,86.30,77.05,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,93.57,88.48,10 out of 10,0 out of 9,10 out of 10,35.74,65.07,80.14,77.74,72.33,5 out of 10,0 out of 9,5 out of 10,20.33,51.14,62.50,39.68,46.34,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,72.54,52.61,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,71.49,70.17,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,88.86,80.33,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,72.21,66.19,0 out of 10,0 out of 9,0 out of 10,20,13
010092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,Tuscaloosa,51.80,79.08,87.12,81.09,76.25,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.78,79.45,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.60,59.89,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,47.90,45.71,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,64.11,59.51,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,64.49,65.08,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.64,83.04,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.86,64.20,0 out of 10,0 out of 9,0 out of 10,0,15
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,Escambia,51.80,79.08,87.12,77.48,82.51,4 out of 10,5 out of 9,5 out of 10,50.67,80.41,88.44,83.35,83.76,4 out of 10,0 out of 9,4 out of 10,35.74,65.07,80.14,74.18,76.95,8 out of 10,4 out of 9,8 out of 10,20.33,51.14,62.50,41.19,46.75,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,65.87,67.58,4 out of 10,2 out of 9,4 out of 10,41.92,65.72,79.42,65.73,73.42,6 out of 10,5 out of 9,6 out of 10,66.72,87.44,92.11,81.84,83.53,0 out of 10,1 out of 9,1 out of 10,32.47,71.59,85.12,66.26,70.97,0 out of 10,2 out of 9,2 out of 10,32,16
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,Baldwin,51.80,79.08,87.12,81.95,82.35,4 out of 10,0 out of 9,4 out of 10,50.67,80.41,88.44,84.46,80.87,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,68.76,72.93,5 out of 10,3 out of 9,5 out of 10,20.33,51.14,62.50,52.43,55.00,4 out of 10,2 out of 9,4 out of 10,26.16,63.30,73.86,68.67,70.33,6 out of 10,3 out of 9,6 out of 10,41.92,65.72,79.42,69.53,67.36,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,91.26,89.71,5 out of 10,0 out of 9,5 out of 10,32.47,71.59,85.12,76.35,77.40,4 out of 10,1 out of 9,4 out of 10,31,20
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,Jefferson,51.80,79.08,87.12,80.48,78.95,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,85.50,83.41,4 out of 10,0 out of 9,4 out of 10,35.74,65.07,80.14,65.93,66.51,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,51.44,51.51,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,63.70,65.01,2 out of 10,1 out of 9,2 out of 10,41.92,65.72,79.42,64.02,64.49,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.82,84.97,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,76.10,71.16,0 out of 10,0 out of 9,0 out of 10,8,17
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,51.80,79.08,87.12,78.47,80.01,2 out of 10,1 out of 9,2 out of 10,50.67,80.41,88.44,84.37,83.09,3 out of 10,0 out of 9,3 out of 10,35.74,65.07,80.14,63.71,67.36,2 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,56.94,54.90,3 out of 10,0 out of 9,3 out of 10,26.16,63.30,73.86,64.86,65.42,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,72.39,70.71,4 out of 10,0 out of 9,4 out of 10,66.72,87.44,92.11,87.34,84.78,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,78.92,78.34,5 out of 10,0 out of 9,5 out of 10,21,17
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,Autauga,51.80,79.08,87.12,81.00,82.79,5 out of 10,2 out of 9,5 out of 10,50.67,80.41,88.44,83.09,84.24,5 out of 10,2 out of 9,5 out of 10,35.74,65.07,80.14,66.09,67.99,2 out of 10,1 out of 9,2 out of 10,20.33,51.14,62.50,51.66,54.39,3 out of 10,2 out of 9,3 out of 10,26.16,63.30,73.86,66.26,73.44,9 out of 10,9 out of 9,9 out of 10,41.92,65.72,79.42,74.80,73.23,5 out of 10,0 out of 9,5 out of 10,66.72,87.44,92.11,89.36,87.77,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,74.57,77.72,5 out of 10,2 out of 9,5 out of 10,35,20
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,Mobile,51.80,79.08,87.12,83.15,79.95,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,84.84,81.02,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,68.78,71.40,4 out of 10,2 out of 9,4 out of 10,20.33,51.14,62.50,49.63,53.12,2 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,73.91,71.65,8 out of 10,0 out of 9,8 out of 10,41.92,65.72,79.42,69.51,69.21,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,90.55,88.55,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,76.25,71.27,0 out of 10,0 out of 9,0 out of 10,22,19
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,Jefferson,51.80,79.08,87.12,74.64,76.27,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,83.29,80.78,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,59.10,62.11,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,43.44,47.82,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,59.43,59.10,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,67.09,65.49,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.55,84.20,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.87,67.19,0 out of 10,0 out of 9,0 out of 10,5,16
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,Dallas,51.80,79.08,87.12,75.57,75.44,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,83.73,80.45,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,65.01,70.53,4 out of 10,3 out of 9,4 out of 10,20.33,51.14,62.50,46.11,45.73,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,61.63,61.90,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,68.82,69.40,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,83.72,80.83,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,62.09,58.34,0 out of 10,0 out of 9,0 out of 10,8,13
010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,Monroe,51.80,79.08,87.12,84.14,87.33,10 out of 10,9 out of 9,10 out of 10,50.67,80.41,88.44,91.18,89.42,10 out of 10,0 out of 9,10 out of 10,35.74,65.07,80.14,79.76,84.52,10 out of 10,9 out of 9,10 out of 10,20.33,51.14,62.50,48.93,53.47,2 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,70.81,74.18,10 out of 10,9 out of 9,10 out of 10,41.92,65.72,79.42,75.72,76.55,8 out of 10,2 out of 9,8 out of 10,66.72,87.44,92.11,90.55,90.48,6 out of 10,0 out of 9,6 out of 10,32.47,71.59,85.12,74.91,79.52,6 out of 10,4 out of 9,6 out of 10,63,20
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,Winston,51.80,79.08,87.12,83.23,86.20,8 out of 10,7 out of 9,8 out of 10,50.67,80.41,88.44,80.69,84.91,6 out of 10,5 out of 9,6 out of 10,35.74,65.07,80.14,68.10,78.10,8 out of 10,8 out of 9,8 out of 10,20.33,51.14,62.50,46.88,55.14,4 out of 10,5 out of 9,5 out of 10,26.16,63.30,73.86,58.48,69.33,6 out of 10,7 out of 9,7 out of 10,41.92,65.72,79.42,77.14,77.45,8 out of 10,1 out of 9,8 out of 10,66.72,87.44,92.11,84.07,85.50,0 out of 10,1 out of 9,1 out of 10,32.47,71.59,85.12,70.91,79.17,6 out of 10,5 out of 9,6 out of 10,49,18
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,Pike,51.80,79.08,87.12,80.98,83.17,5 out of 10,3 out of 9,5 out of 10,50.67,80.41,88.44,87.33,84.35,5 out of 10,0 out of 9,5 out of 10,35.74,65.07,80.14,72.60,78.17,8 out of 10,7 out of 9,8 out of 10,20.33,51.14,62.50,41.81,48.23,0 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,68.59,72.54,8 out of 10,7 out of 9,8 out of 10,41.92,65.72,79.42,66.85,69.25,3 out of 10,1 out of 9,3 out of 10,66.72,87.44,92.11,87.80,87.01,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,65.73,68.51,0 out of 10,1 out of 9,1 out of 10,33,18
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,Baldwin,51.80,79.08,87.12,82.64,83.34,5 out of 10,1 out of 9,5 out of 10,50.67,80.41,88.44,85.89,86.37,7 out of 10,1 out of 9,7 out of 10,35.74,65.07,80.14,73.45,80.12,9 out of 10,9 out of 9,9 out of 10,20.33,51.14,62.50,48.74,53.07,2 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,74.68,72.51,8 out of 10,0 out of 9,8 out of 10,41.92,65.72,79.42,78.16,74.92,7 out of 10,0 out of 9,7 out of 10,66.72,87.44,92.11,90.21,88.11,2 out of 10,0 out of 9,2 out of 10,32.47,71.59,85.12,75.73,75.81,3 out of 10,0 out of 9,3 out of 10,44,20
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,Saint Clair,51.80,79.08,87.12,86.58,81.99,4 out of 10,0 out of 9,4 out of 10,50.67,80.41,88.44,87.10,86.42,7 out of 10,0 out of 9,7 out of 10,35.74,65.07,80.14,74.38,75.23,7 out of 10,1 out of 9,7 out of 10,20.33,51.14,62.50,53.52,57.39,5 out of 10,4 out of 9,5 out of 10,26.16,63.30,73.86,70.08,73.60,9 out of 10,9 out of 9,9 out of 10,41.92,65.72,79.42,74.78,71.26,4 out of 10,0 out of 9,4 out of 10,66.72,87.44,92.11,88.96,88.07,2 out of 10,0 out of 9,2 out of 10,32.47,71.59,85.12,84.39,78.14,5 out of 10,0 out of 9,5 out of 10,43,20
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,Madison,51.80,79.08,87.12,76.37,75.96,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,83.22,79.66,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,61.26,61.54,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,52.73,51.31,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,60.09,61.24,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.49,66.55,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,86.47,88.25,2 out of 10,3 out of 9,3 out of 10,32.47,71.59,85.12,70.75,71.73,1 out of 10,0 out of 9,1 out of 10,6,17
010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,Jefferson,51.80,79.08,87.12,73.50,77.45,0 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,80.89,79.87,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,55.80,68.31,2 out of 10,5 out of 9,5 out of 10,20.33,51.14,62.50,43.44,53.33,2 out of 10,5 out of 9,5 out of 10,26.16,63.30,73.86,61.99,65.18,2 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,62.15,64.92,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,86.56,87.71,1 out of 10,2 out of 9,2 out of 10,32.47,71.59,85.12,62.16,70.28,0 out of 10,3 out of 9,3 out of 10,20,18
010144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,Mobile,51.80,79.08,87.12,79.62,79.44,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,82.82,82.28,3 out of 10,0 out of 9,3 out of 10,35.74,65.07,80.14,67.05,70.26,4 out of 10,2 out of 9,4 out of 10,20.33,51.14,62.50,50.89,51.96,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,65.26,67.12,4 out of 10,2 out of 9,4 out of 10,41.92,65.72,79.42,68.57,68.44,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,88.43,87.60,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,76.16,72.73,1 out of 10,0 out of 9,1 out of 10,17,20
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,Conecuh,51.80,79.08,87.12,83.59,77.98,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,91.51,86.33,7 out of 10,0 out of 9,7 out of 10,35.74,65.07,80.14,73.15,68.93,3 out of 10,0 out of 9,3 out of 10,20.33,51.14,62.50,45.49,46.71,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,73.63,71.74,8 out of 10,0 out of 9,8 out of 10,41.92,65.72,79.42,75.55,71.31,4 out of 10,0 out of 9,4 out of 10,66.72,87.44,92.11,90.42,87.63,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,69.00,66.57,0 out of 10,0 out of 9,0 out of 10,23,17
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,Montgomery,51.80,79.08,87.12,78.70,78.82,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,82.95,80.89,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,62.00,66.04,1 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,52.84,52.70,2 out of 10,0 out of 9,2 out of 10,26.16,63.30,73.86,62.73,60.48,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,66.74,69.41,3 out of 10,2 out of 9,3 out of 10,66.72,87.44,92.11,88.75,84.31,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,76.48,70.59,0 out of 10,0 out of 9,0 out of 10,8,16
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,Colbert,51.80,79.08,87.12,79.07,81.14,3 out of 10,2 out of 9,3 out of 10,50.67,80.41,88.44,86.29,81.31,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,63.00,67.61,2 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,49.88,57.29,5 out of 10,5 out of 9,5 out of 10,26.16,63.30,73.86,61.42,64.54,2 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,71.17,70.24,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,81.55,92.12,10 out of 10,9 out of 9,10 out of 10,32.47,71.59,85.12,68.30,74.56,2 out of 10,3 out of 9,3 out of 10,30,20
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,Franklin,51.80,79.08,87.12,78.71,81.95,4 out of 10,3 out of 9,4 out of 10,50.67,80.41,88.44,86.98,87.93,9 out of 10,6 out of 9,9 out of 10,35.74,65.07,80.14,68.19,73.38,5 out of 10,4 out of 9,5 out of 10,20.33,51.14,62.50,53.26,53.94,3 out of 10,0 out of 9,3 out of 10,26.16,63.30,73.86,63.40,62.19,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,72.80,72.80,5 out of 10,0 out of 9,5 out of 10,66.72,87.44,92.11,91.87,89.11,4 out of 10,0 out of 9,4 out of 10,32.47,71.59,85.12,70.37,69.33,0 out of 10,0 out of 9,0 out of 10,30,18
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,Talladega,51.80,79.08,87.12,76.58,78.00,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,85.37,84.81,5 out of 10,0 out of 9,5 out of 10,35.74,65.07,80.14,58.54,66.78,2 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,42.88,46.75,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,60.89,64.87,2 out of 10,3 out of 9,3 out of 10,41.92,65.72,79.42,65.84,69.69,3 out of 10,2 out of 9,3 out of 10,66.72,87.44,92.11,86.59,86.88,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,67.20,66.98,0 out of 10,0 out of 9,0 out of 10,16,17
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,Russell,51.80,79.08,87.12,87.15,87.41,10 out of 10,9 out of 9,10 out of 10,50.67,80.41,88.44,88.43,85.52,6 out of 10,0 out of 9,6 out of 10,35.74,65.07,80.14,79.50,77.18,8 out of 10,0 out of 9,8 out of 10,20.33,51.14,62.50,57.17,62.54,10 out of 10,9 out of 9,10 out of 10,26.16,63.30,73.86,70.26,71.89,8 out of 10,4 out of 9,8 out of 10,41.92,65.72,79.42,81.96,83.82,10 out of 10,9 out of 9,10 out of 10,66.72,87.44,92.11,90.47,88.39,2 out of 10,0 out of 9,2 out of 10,32.47,71.59,85.12,83.87,86.80,10 out of 10,9 out of 9,10 out of 10,64,20
