"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
CA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),220,25,07/01/2018,06/30/2019
CA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),319,25,07/01/2018,06/30/2019
CA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,55,"25, 26",07/01/2018,06/30/2019
CA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,,01/01/2018,12/31/2018
CA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70,25,07/01/2018,06/30/2019
CA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,26,01/01/2018,12/31/2018
CA,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,91,26,01/01/2018,12/31/2018
CA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
CA,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,87,26,01/01/2018,12/31/2018
CA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,75,"25, 26",07/01/2018,06/30/2019
CA,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
CA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,63,,07/01/2018,06/30/2019
CA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,87,,01/01/2019,06/30/2019
CA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,69,,01/01/2019,06/30/2019
CA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81,,01/01/2019,06/30/2019
CA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,,01/01/2019,06/30/2019
CO,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",79,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",87,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",65,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",86,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",94,"25, 26",07/01/2018,06/30/2019
CO,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,97,,10/01/2018,03/31/2019
CO,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,132,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),151,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),121,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),150,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),138,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,217,25,07/01/2018,06/30/2019
CO,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),244,25,07/01/2018,06/30/2019
CO,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),186,25,07/01/2018,06/30/2019
CO,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),255,25,07/01/2018,06/30/2019
CO,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),257,25,07/01/2018,06/30/2019
CO,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,62,"25, 26",07/01/2018,06/30/2019
CO,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,,01/01/2018,12/31/2018
CO,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67,25,07/01/2018,06/30/2019
CO,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95,26,01/01/2018,12/31/2018
CO,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,94,26,01/01/2018,12/31/2018
CO,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
CO,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,95,26,01/01/2018,12/31/2018
CO,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,60,"25, 26",07/01/2018,06/30/2019
CO,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",1,26,07/01/2018,06/30/2019
CO,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65,,07/01/2018,06/30/2019
CO,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,88,,01/01/2019,06/30/2019
CO,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,71,,01/01/2019,06/30/2019
CO,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,,01/01/2019,06/30/2019
CO,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,,01/01/2019,06/30/2019
CT,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",146,"25, 26",07/01/2018,06/30/2019
CT,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",115,"25, 26",07/01/2018,06/30/2019
CT,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",111,"25, 26",07/01/2018,06/30/2019
CT,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",151,"25, 26",07/01/2018,06/30/2019
CT,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",162,"25, 26",07/01/2018,06/30/2019
