"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Observed Rate Per 1,000","Footnote","Start Date","End Date"
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,PSI-6,"Iatrogenic pneumothorax, adult Rate",6067,0,20,07/01/2016,06/30/2018
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,3861,0,20,07/01/2016,06/30/2018
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,PSI-8,In-Hospital Fall With Hip Fracture Rate,5258,0,20,07/01/2016,06/30/2018
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,PSI-9,Perioperative Hemorrhage or Hematoma Rate,860,5.81,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,659,0,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-11,Postoperative Respiratory Failure Rate,498,2.01,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1711,3.51,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-13,Postoperative Sepsis Rate,648,1.54,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-14,Postoperative Wound Dehiscence Rate,620,0,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1713,1.75,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-3,Pressure Ulcer Rate,6899,1.01,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,43,186.05,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-6,"Iatrogenic pneumothorax, adult Rate",11997,0.17,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,6609,0.15,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-8,In-Hospital Fall With Hip Fracture Rate,10343,0.1,20,07/01/2016,06/30/2018
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1610,1.24,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1101,0,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-11,Postoperative Respiratory Failure Rate,854,3.51,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1710,2.34,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-13,Postoperative Sepsis Rate,1135,2.64,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-14,Postoperative Wound Dehiscence Rate,655,3.05,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1720,0,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-3,Pressure Ulcer Rate,3830,0.26,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-4,Death among surgical inpatients with serious treatable complications Rate,39,51.28,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-6,"Iatrogenic pneumothorax, adult Rate",7050,0.14,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,3558,0.28,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-8,In-Hospital Fall With Hip Fracture Rate,6479,0.15,20,07/01/2016,06/30/2018
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1652,3.63,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1888,1.59,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-11,Postoperative Respiratory Failure Rate,1340,4.48,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2908,6.88,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-13,Postoperative Sepsis Rate,1820,8.24,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-14,Postoperative Wound Dehiscence Rate,704,0,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1415,2.12,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-3,Pressure Ulcer Rate,5832,1.89,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-4,Death among surgical inpatients with serious treatable complications Rate,97,72.16,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-6,"Iatrogenic pneumothorax, adult Rate",8498,0.24,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5639,0,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-8,In-Hospital Fall With Hip Fracture Rate,7473,0.13,20,07/01/2016,06/30/2018
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2787,4.31,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2104,0.95,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-11,Postoperative Respiratory Failure Rate,1574,5.72,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,3169,1.26,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-13,Postoperative Sepsis Rate,2061,1.94,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-14,Postoperative Wound Dehiscence Rate,710,0,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2049,1.95,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-3,Pressure Ulcer Rate,5750,0.7,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-4,Death among surgical inpatients with serious treatable complications Rate,79,88.61,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-6,"Iatrogenic pneumothorax, adult Rate",10676,0.19,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5520,0.36,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-8,In-Hospital Fall With Hip Fracture Rate,9658,0,20,07/01/2016,06/30/2018
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,PSI-9,Perioperative Hemorrhage or Hematoma Rate,3047,1.97,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,927,1.08,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-11,Postoperative Respiratory Failure Rate,751,2.66,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1886,3.18,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-13,Postoperative Sepsis Rate,861,3.48,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-14,Postoperative Wound Dehiscence Rate,785,1.27,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1917,1.04,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-3,Pressure Ulcer Rate,8065,0.5,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-4,Death among surgical inpatients with serious treatable complications Rate,58,155.17,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-6,"Iatrogenic pneumothorax, adult Rate",11456,0.17,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,7193,0.14,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-8,In-Hospital Fall With Hip Fracture Rate,10285,0.1,20,07/01/2016,06/30/2018
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1802,1.66,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1040,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-11,Postoperative Respiratory Failure Rate,778,3.86,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2911,0.34,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-13,Postoperative Sepsis Rate,1019,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-14,Postoperative Wound Dehiscence Rate,738,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1793,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-3,Pressure Ulcer Rate,7984,0.5,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-4,Death among surgical inpatients with serious treatable complications Rate,67,59.7,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-6,"Iatrogenic pneumothorax, adult Rate",11817,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,7304,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-8,In-Hospital Fall With Hip Fracture Rate,10558,0,20,07/01/2016,06/30/2018
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2805,0.71,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1984,0,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-11,Postoperative Respiratory Failure Rate,1492,1.34,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,3127,6.08,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-13,Postoperative Sepsis Rate,1937,1.03,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-14,Postoperative Wound Dehiscence Rate,668,0,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1271,0,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-3,Pressure Ulcer Rate,5720,1.05,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-4,Death among surgical inpatients with serious treatable complications Rate,85,70.59,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-6,"Iatrogenic pneumothorax, adult Rate",9165,0.11,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5083,0,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-8,In-Hospital Fall With Hip Fracture Rate,8247,0.36,20,07/01/2016,06/30/2018
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2936,2.04,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1443,0.69,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-11,Postoperative Respiratory Failure Rate,1134,8.82,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2327,1.29,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-13,Postoperative Sepsis Rate,1387,5.77,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-14,Postoperative Wound Dehiscence Rate,802,1.25,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1694,2.36,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-3,Pressure Ulcer Rate,4840,1.45,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-4,Death among surgical inpatients with serious treatable complications Rate,65,92.31,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-6,"Iatrogenic pneumothorax, adult Rate",8186,0.12,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4624,0,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-8,In-Hospital Fall With Hip Fracture Rate,7489,0.13,20,07/01/2016,06/30/2018
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2199,2.73,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,87,0,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-11,Postoperative Respiratory Failure Rate,90,0,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,115,0,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-13,Postoperative Sepsis Rate,88,0,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,113,0,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-3,Pressure Ulcer Rate,840,0,20,07/01/2016,06/30/2018
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
