"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.518,,07/01/2018,06/30/2019
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.869,,07/01/2018,06/30/2019
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.069,,07/01/2018,06/30/2019
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.965,,07/01/2018,06/30/2019
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.527,,07/01/2018,06/30/2019
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.771,,07/01/2018,06/30/2019
WA,HAI_3_SIR,SSI - Colon Surgery,0.640,,07/01/2018,06/30/2019
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.452,,07/01/2018,06/30/2019
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.939,,07/01/2018,06/30/2019
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.662,,07/01/2018,06/30/2019
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.493,,07/01/2018,06/30/2019
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.716,,07/01/2018,06/30/2019
WA,HAI_5_SIR,MRSA Bacteremia,0.597,,07/01/2018,06/30/2019
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.627,,07/01/2018,06/30/2019
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.709,,07/01/2018,06/30/2019
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.667,,07/01/2018,06/30/2019
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.470,,07/01/2018,06/30/2019
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.641,,07/01/2018,06/30/2019
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.551,,07/01/2018,06/30/2019
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.680,,07/01/2018,06/30/2019
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.867,,07/01/2018,06/30/2019
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.769,,07/01/2018,06/30/2019
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.708,,07/01/2018,06/30/2019
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.991,,07/01/2018,06/30/2019
WI,HAI_3_SIR,SSI - Colon Surgery,0.840,,07/01/2018,06/30/2019
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.987,,07/01/2018,06/30/2019
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.606,,07/01/2018,06/30/2019
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.268,,07/01/2018,06/30/2019
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.292,,07/01/2018,06/30/2019
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.509,,07/01/2018,06/30/2019
WI,HAI_5_SIR,MRSA Bacteremia,0.389,,07/01/2018,06/30/2019
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.572,,07/01/2018,06/30/2019
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.657,,07/01/2018,06/30/2019
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.613,,07/01/2018,06/30/2019
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.579,,07/01/2018,06/30/2019
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.823,,07/01/2018,06/30/2019
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.693,,07/01/2018,06/30/2019
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.525,,07/01/2018,06/30/2019
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.733,,07/01/2018,06/30/2019
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.623,,07/01/2018,06/30/2019
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.062,,07/01/2018,06/30/2019
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.634,,07/01/2018,06/30/2019
WV,HAI_3_SIR,SSI - Colon Surgery,1.325,,07/01/2018,06/30/2019
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.447,,07/01/2018,06/30/2019
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.166,,07/01/2018,06/30/2019
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.743,,07/01/2018,06/30/2019
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.843,,07/01/2018,06/30/2019
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.253,,07/01/2018,06/30/2019
WV,HAI_5_SIR,MRSA Bacteremia,1.033,,07/01/2018,06/30/2019
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.708,,07/01/2018,06/30/2019
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.831,,07/01/2018,06/30/2019
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.768,,07/01/2018,06/30/2019
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.045,,07/01/2018,06/30/2019
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.881,,07/01/2018,06/30/2019
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.267,,07/01/2018,06/30/2019
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.112,,07/01/2018,06/30/2019
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.676,,07/01/2018,06/30/2019
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.305,,07/01/2018,06/30/2019
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.174,,07/01/2018,06/30/2019
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.319,,07/01/2018,06/30/2019
WY,HAI_3_SIR,SSI - Colon Surgery,0.547,,07/01/2018,06/30/2019
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.017,,07/01/2018,06/30/2019
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.690,,07/01/2018,06/30/2019
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.343,,07/01/2018,06/30/2019
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.065,,07/01/2018,06/30/2019
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.286,,07/01/2018,06/30/2019
WY,HAI_5_SIR,MRSA Bacteremia,0.389,,07/01/2018,06/30/2019
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.548,,07/01/2018,06/30/2019
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.902,,07/01/2018,06/30/2019
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.708,,07/01/2018,06/30/2019
