"Facility Name","Facility ID","State","Fiscal Year","PSI-90 Start Date","PSI-90 End Date","PSI-90 W Z Score","PSI-90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
ABRAZO ARROWHEAD CAMPUS,030094,AZ,2020,07/01/2016,06/30/2018,0.3992,,-0.0536,,-1.0204,,-0.9437,,-0.4878,,0.6548,,01/01/2017,12/31/2018,-0.2419,,No,
WESTERN ARIZONA REGIONAL MEDICAL CENTER,030101,AZ,2020,07/01/2016,06/30/2018,0.4461,,-0.7995,,-0.9786,,-1.5000,,-0.6205,,-0.2678,,01/01/2017,12/31/2018,-0.6201,,No,
MAYO CLINIC HOSPITAL,030103,AZ,2020,07/01/2016,06/30/2018,-0.4604,,0.1533,,-0.5643,,1.6906,,0.2255,,1.3700,,01/01/2017,12/31/2018,0.4024,,Yes,
BANNER HEART HOSPITAL,030105,AZ,2020,07/01/2016,06/30/2018,1.1216,,-1.0601,,0.6139,,N/A,5,-1.4453,,-0.7216,,01/01/2017,12/31/2018,-0.2983,,No,
ARIZONA SPINE AND JOINT HOSPITAL,030107,AZ,2020,07/01/2016,06/30/2018,-1.2410,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.2410,,No,
"CORE INSTITUTE SPECIALTY HOSPITAL, THE",030108,AZ,2020,07/01/2016,06/30/2018,-1.3182,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.6404,,No,
ABRAZO WEST CAMPUS,030110,AZ,2020,07/01/2016,06/30/2018,-0.9129,,-0.9725,,-1.4062,,-1.5000,,-0.7904,,-0.8027,,01/01/2017,12/31/2018,-1.0641,,No,
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,030111,AZ,2020,07/01/2016,06/30/2018,-0.5478,,-0.5886,,-0.3382,,0.5006,,-0.5692,,-1.1002,,01/01/2017,12/31/2018,-0.4406,,No,
ARIZONA SPECIALTY HOSPITAL,030112,AZ,2020,07/01/2016,06/30/2018,-1.1128,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.1128,,No,
WHITERIVER PHS INDIAN HOSPITAL,030113,AZ,2020,07/01/2016,06/30/2018,0.0027,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.9800,,No,
ORO VALLEY HOSPITAL,030114,AZ,2020,07/01/2016,06/30/2018,-0.4065,,-1.4459,,-1.5354,,N/A,5,N/A,5,-0.0184,,01/01/2017,12/31/2018,-0.8515,,No,
BANNER ESTRELLA MEDICAL CENTER,030115,AZ,2020,07/01/2016,06/30/2018,-0.6870,,0.7958,,-0.3325,,-0.9603,,-0.3373,,-0.9740,,01/01/2017,12/31/2018,-0.4159,,No,
VALLEY VIEW MEDICAL CENTER,030117,AZ,2020,07/01/2016,06/30/2018,0.2588,,-1.4459,,-1.5354,,N/A,5,N/A,5,1.7636,,01/01/2017,12/31/2018,-0.2397,,No,
MERCY GILBERT MEDICAL CENTER,030119,AZ,2020,07/01/2016,06/30/2018,1.7504,,0.1294,,-0.2204,,1.0256,,-0.4205,,0.0447,,01/01/2017,12/31/2018,0.3849,,Yes,
"MOUNTAIN VISTA MEDICAL CENTER, LP",030121,AZ,2020,07/01/2016,06/30/2018,1.8085,,-1.1695,,-1.3910,,-1.5000,,-1.4453,,-0.9770,,01/01/2017,12/31/2018,-0.7790,,No,
BANNER GATEWAY MEDICAL CENTER,030122,AZ,2020,07/01/2016,06/30/2018,2.1381,,-0.1550,,0.6823,,0.3366,,2.2502,,1.9710,,01/01/2017,12/31/2018,1.2039,,Yes,
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,030123,AZ,2020,07/01/2016,06/30/2018,-0.9063,,-1.0461,,-0.3477,,-0.2602,,-0.2276,,0.9042,,01/01/2017,12/31/2018,-0.3140,,No,
BANNER IRONWOOD MEDICAL CENTER,030130,AZ,2020,07/01/2016,06/30/2018,0.5585,,N/A,5,N/A,5,-0.2123,,N/A,5,-0.8418,,01/01/2017,12/31/2018,-0.1652,,No,
O.A.S.I.S. HOSPITAL,030131,AZ,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,-1.5354,,N/A,5,N/A,5,-0.3700,,01/01/2017,12/31/2018,-1.1437,,No,
BANNER GOLDFIELD MEDICAL CENTER,030134,AZ,2020,07/01/2016,06/30/2018,-0.0556,,N/A,5,N/A,5,N/A,5,N/A,5,-0.3099,,01/01/2017,12/31/2018,-0.1827,,No,
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,030136,AZ,2020,07/01/2016,06/30/2018,-0.0554,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.0090,,No,
SANTA CRUZ VALLEY REGIONAL HOSPITAL,030137,AZ,2020,07/01/2016,06/30/2018,0.0293,,N/A,5,N/A,5,N/A,5,N/A,5,0.0748,,01/01/2017,12/31/2018,0.0520,,No,
WESTERN REGIONAL MEDICAL CENTER,030138,AZ,2020,07/01/2016,06/30/2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,N/A,5,No,
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,030139,AZ,2020,07/01/2016,06/30/2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,N/A,5,No,
SILOAM SPRINGS REGIONAL HOSPITAL,040001,AR,2020,07/01/2016,06/30/2018,-0.1267,,N/A,5,N/A,5,0.4085,,N/A,5,0.0417,,01/01/2017,12/31/2018,0.1078,,No,
JOHNSON REGIONAL MEDICAL CENTER,040002,AR,2020,07/01/2016,06/30/2018,1.1715,,N/A,5,-1.5354,,N/A,5,N/A,5,-1.1483,,01/01/2017,12/31/2018,-0.5040,,No,
WASHINGTON REGIONAL MEDICAL CENTER,040004,AR,2020,07/01/2016,06/30/2018,0.8653,,0.8316,,1.8700,,1.5672,,0.5423,,0.4414,,01/01/2017,12/31/2018,1.0196,,Yes,
CHI-ST VINCENT INFIRMARY,040007,AR,2020,07/01/2016,06/30/2018,0.3380,,2.1941,,1.0091,,-0.1018,,1.1883,,0.5376,,01/01/2017,12/31/2018,0.8609,,Yes,
MERCY HOSPITAL NORTHWEST ARKANSAS,040010,AR,2020,07/01/2016,06/30/2018,-1.5258,,0.9410,,0.8552,,0.5116,,0.0095,,-0.6855,,01/01/2017,12/31/2018,0.0177,,No,
CHAMBERS MEMORIAL HOSPITAL,040011,AR,2020,07/01/2016,06/30/2018,-0.3119,,N/A,5,N/A,5,N/A,5,N/A,5,-0.6705,,01/01/2017,12/31/2018,-0.4912,,No,
WHITE COUNTY MEDICAL CENTER,040014,AR,2020,07/01/2016,06/30/2018,-0.6577,,-1.4459,,-1.3073,,-0.1994,,0.2856,,0.0147,,01/01/2017,12/31/2018,-0.5517,,No,
MENA REGIONAL HEALTH SYSTEM,040015,AR,2020,07/01/2016,06/30/2018,-0.2132,,N/A,5,-1.5354,,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.2371,,No,
UAMS MEDICAL CENTER,040016,AR,2020,07/01/2016,06/30/2018,2.3575,,-0.5290,,0.1958,,0.3937,,-0.4612,,1.4541,,01/01/2017,12/31/2018,0.5685,,Yes,
NORTH ARKANSAS REGIONAL MEDICAL CENTER,040017,AR,2020,07/01/2016,06/30/2018,0.2424,,N/A,5,N/A,5,1.0790,,N/A,5,-1.4307,,01/01/2017,12/31/2018,-0.0364,,No,
SPARKS MEDICAL CENTER - VAN BUREN,040018,AR,2020,07/01/2016,06/30/2018,-0.0578,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.0102,,No,
FORREST CITY MEDICAL CENTER,040019,AR,2020,07/01/2016,06/30/2018,-0.2495,,N/A,5,N/A,5,-0.0815,,N/A,5,-1.2294,,01/01/2017,12/31/2018,-0.5201,,No,
ST BERNARDS MEDICAL CENTER,040020,AR,2020,07/01/2016,06/30/2018,-0.7671,,0.6048,,0.4542,,0.0824,,0.2733,,1.1716,,01/01/2017,12/31/2018,0.3032,,No,
NORTHWEST MEDICAL CENTER-SPRINGDALE,040022,AR,2020,07/01/2016,06/30/2018,-0.1898,,1.7545,,-0.4104,,-0.6545,,0.4839,,0.4294,,01/01/2017,12/31/2018,0.2355,,No,
CHI ST. VINCENT HOSPITAL HOT SPRINGS,040026,AR,2020,07/01/2016,06/30/2018,-1.3017,,-0.7100,,0.2414,,-1.2753,,0.1175,,0.0868,,01/01/2017,12/31/2018,-0.4735,,No,
BAXTER REGIONAL MEDICAL CENTER,040027,AR,2020,07/01/2016,06/30/2018,0.0735,,-1.4459,,0.2471,,0.9630,,1.3865,,-0.6344,,01/01/2017,12/31/2018,0.0983,,No,
CONWAY REGIONAL HEALTH SYSTEM,040029,AR,2020,07/01/2016,06/30/2018,0.8839,,-0.1689,,-1.0128,,-0.8737,,2.2502,,1.2167,,01/01/2017,12/31/2018,0.3826,,Yes,
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,040036,AR,2020,07/01/2016,06/30/2018,0.0114,,0.0160,,0.1065,,0.0916,,0.6821,,-0.3700,,01/01/2017,12/31/2018,0.0896,,No,
ARKANSAS METHODIST MEDICAL CENTER,040039,AR,2020,07/01/2016,06/30/2018,-0.6301,,0.1533,,0.1882,,1.0146,,1.7299,,-1.0822,,01/01/2017,12/31/2018,0.2289,,No,
ST MARYS REGIONAL MEDICAL CENTER,040041,AR,2020,07/01/2016,06/30/2018,-0.3871,,-0.0814,,-1.1800,,-0.9750,,-0.0984,,-0.8207,,01/01/2017,12/31/2018,-0.5905,,No,
FIVE RIVERS MEDICAL CENTER,040047,AR,2020,07/01/2016,06/30/2018,-0.0852,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.9429,,Yes,
OUACHITA COUNTY MEDICAL CENTER,040050,AR,2020,07/01/2016,06/30/2018,-0.5922,,N/A,5,-1.5354,,N/A,5,N/A,5,-1.1152,,01/01/2017,12/31/2018,-1.0809,,No,
DREW MEMORIAL HOSPITAL,040051,AR,2020,07/01/2016,06/30/2018,-0.3300,,N/A,5,N/A,5,N/A,5,N/A,5,0.1199,,01/01/2017,12/31/2018,-0.1051,,No,
BAPTIST HEALTH - FORT SMITH,040055,AR,2020,07/01/2016,06/30/2018,2.3575,,0.5610,,-0.5833,,0.1100,,1.0060,,0.9613,,01/01/2017,12/31/2018,0.7354,,Yes,
MERCY HOSPITAL FORT SMITH,040062,AR,2020,07/01/2016,06/30/2018,-1.5258,,1.5496,,1.6153,,0.7530,,-0.3090,,-1.2354,,01/01/2017,12/31/2018,0.1413,,No,
MAGNOLIA HOSPITAL,040067,AR,2020,07/01/2016,06/30/2018,-0.3882,,N/A,5,0.0609,,N/A,5,N/A,5,-0.9710,,01/01/2017,12/31/2018,-0.4328,,No,
GREAT RIVER MEDICAL CENTER,040069,AR,2020,07/01/2016,06/30/2018,-0.2509,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.1068,,No,
JEFFERSON REGIONAL MEDICAL CENTER,040071,AR,2020,07/01/2016,06/30/2018,2.3575,,2.1941,,1.3683,,-0.4537,,-0.2860,,1.1326,,01/01/2017,12/31/2018,1.0521,,Yes,
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,040072,AR,2020,07/01/2016,06/30/2018,-0.2441,,N/A,5,N/A,5,N/A,5,N/A,5,-1.5690,,01/01/2017,12/31/2018,-0.9065,,No,
NORTH METRO MEDICAL CENTER,040074,AR,2020,07/01/2016,06/30/2018,0.0945,,N/A,5,N/A,5,N/A,5,N/A,5,-0.1055,,01/01/2017,12/31/2018,-0.0055,,No,
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,040076,AR,2020,07/01/2016,06/30/2018,-0.0527,,N/A,5,N/A,5,N/A,5,N/A,5,-1.8394,,01/01/2017,12/31/2018,-0.9461,,No,
NATIONAL PARK MEDICAL CENTER,040078,AR,2020,07/01/2016,06/30/2018,2.3575,,0.9907,,0.3003,,-0.2860,,2.2502,,0.3422,,01/01/2017,12/31/2018,0.9925,,Yes,
SALINE MEMORIAL HOSPITAL,040084,AR,2020,07/01/2016,06/30/2018,-1.5258,,-0.4037,,0.3934,,1.4917,,2.2502,,-1.3075,,01/01/2017,12/31/2018,0.1497,,No,
HELENA REGIONAL MEDICAL CENTER,040085,AR,2020,07/01/2016,06/30/2018,-0.0110,,N/A,5,-1.5354,,N/A,5,N/A,5,-1.3917,,01/01/2017,12/31/2018,-0.9794,,No,
MEDICAL CENTER OF SOUTH ARKANSAS,040088,AR,2020,07/01/2016,06/30/2018,1.1860,,N/A,5,0.1103,,-0.2823,,N/A,5,1.9710,,01/01/2017,12/31/2018,0.7462,,Yes,
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,040114,AR,2020,07/01/2016,06/30/2018,-1.0192,,1.0285,,1.4595,,0.1358,,0.5989,,-0.2197,,01/01/2017,12/31/2018,0.3306,,No,
NEA BAPTIST MEMORIAL HOSPITAL,040118,AR,2020,07/01/2016,06/30/2018,-0.7893,,-0.6006,,-0.4750,,-1.5000,,-0.0577,,1.4090,,01/01/2017,12/31/2018,-0.3356,,No,
WHITE RIVER MEDICAL CENTER,040119,AR,2020,07/01/2016,06/30/2018,0.0337,,0.0319,,-0.7050,,0.6609,,-0.3055,,-0.0875,,01/01/2017,12/31/2018,-0.0619,,No,
LEVI HOSPITAL,040132,AR,2020,07/01/2016,06/30/2018,0.0888,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0888,,No,
"ARKANSAS HEART HOSPITAL, LLC",040134,AR,2020,07/01/2016,06/30/2018,-1.5258,,-1.2411,,0.4751,,N/A,5,2.2502,,0.6758,,01/01/2017,12/31/2018,0.1269,,No,
ST VINCENT MEDICAL CENTER/NORTH,040137,AR,2020,07/01/2016,06/30/2018,0.9469,,N/A,5,1.0015,,N/A,5,N/A,5,0.3092,,01/01/2017,12/31/2018,0.7525,,Yes,
ARKANSAS SURGICAL HOSPITAL,040147,AR,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,-0.3724,,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.2869,,No,
NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,040152,AR,2020,07/01/2016,06/30/2018,-0.5300,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.5300,,No,
WADLEY REGIONAL MEDICAL CENTER AT HOPE,040153,AR,2020,07/01/2016,06/30/2018,-0.3468,,N/A,5,-1.5354,,N/A,5,N/A,5,-0.9229,,01/01/2017,12/31/2018,-0.9350,,No,
BAPTIST HEALTH MEDICAL CENTER-CONWAY,040154,AR,2020,07/01/2016,06/30/2018,-0.5357,,-1.4459,,0.3839,,-1.5000,,N/A,5,-0.4691,,01/01/2017,12/31/2018,-0.7134,,No,
"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",040156,AR,2020,07/01/2016,06/30/2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,N/A,5,No,
ST ROSE HOSPITAL,050002,CA,2020,07/01/2016,06/30/2018,-0.7269,,2.1941,,-0.0779,,1.5819,,1.8201,,-0.1867,,01/01/2017,12/31/2018,0.7675,,Yes,
ST JOSEPH HOSPITAL,050006,CA,2020,07/01/2016,06/30/2018,1.5318,,-0.4574,,0.2623,,2.0996,,-0.4878,,-0.5803,,01/01/2017,12/31/2018,0.3947,,Yes,
MILLS-PENINSULA MEDICAL CENTER,050007,CA,2020,07/01/2016,06/30/2018,-0.3564,,0.6406,,-1.3758,,-0.0705,,-0.7427,,0.0477,,01/01/2017,12/31/2018,-0.3095,,No,
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,2020,07/01/2016,06/30/2018,-0.0646,,-1.4459,,2.1151,,N/A,5,0.0202,,1.0454,,01/01/2017,12/31/2018,0.3340,,Yes,
QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,2020,07/01/2016,06/30/2018,-0.4238,,2.1046,,0.1445,,0.2814,,-0.2435,,1.4391,,01/01/2017,12/31/2018,0.5504,,Yes,
ADVENTIST HEALTH ST HELENA,050013,CA,2020,07/01/2016,06/30/2018,0.2678,,-1.0620,,-0.8665,,0.4380,,2.2502,,1.0244,,01/01/2017,12/31/2018,0.3420,,Yes,
SUTTER AMADOR HOSPITAL,050014,CA,2020,07/01/2016,06/30/2018,-0.1179,,1.1220,,-0.6783,,-1.5000,,N/A,5,0.0958,,01/01/2017,12/31/2018,-0.2157,,No,
MERCY GENERAL HOSPITAL,050017,CA,2020,07/01/2016,06/30/2018,1.0376,,-0.6901,,-0.4446,,-1.1758,,-0.7427,,0.6638,,01/01/2017,12/31/2018,-0.2253,,No,
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,2020,07/01/2016,06/30/2018,-0.1104,,0.2726,,0.8343,,0.4895,,1.0308,,0.9192,,01/01/2017,12/31/2018,0.5727,,Yes,
PARADISE VALLEY HOSPITAL,050024,CA,2020,07/01/2016,06/30/2018,-0.8916,,0.1592,,-0.1311,,N/A,5,0.4679,,-0.3760,,01/01/2017,12/31/2018,-0.1543,,No,
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,2020,07/01/2016,06/30/2018,0.2551,,0.5173,,0.0875,,0.8930,,-0.0223,,0.8501,,01/01/2017,12/31/2018,0.4301,,Yes,
GROSSMONT HOSPITAL,050026,CA,2020,07/01/2016,06/30/2018,0.3975,,-0.3579,,1.4538,,0.1524,,-0.2843,,-0.2618,,01/01/2017,12/31/2018,0.1833,,No,
MAD RIVER COMMUNITY HOSPITAL,050028,CA,2020,07/01/2016,06/30/2018,0.1669,,N/A,5,-0.1311,,1.7367,,N/A,5,-1.4999,,01/01/2017,12/31/2018,0.0682,,No,
OROVILLE HOSPITAL,050030,CA,2020,07/01/2016,06/30/2018,-0.0756,,-1.4459,,-1.1515,,1.3204,,-0.8966,,0.0447,,01/01/2017,12/31/2018,-0.3674,,No,
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,2020,07/01/2016,06/30/2018,-0.5547,,-0.1908,,0.8343,,-0.1829,,-0.1657,,-0.1806,,01/01/2017,12/31/2018,-0.0734,,No,
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,2020,07/01/2016,06/30/2018,0.1112,,0.5571,,1.6609,,1.1380,,-0.6418,,0.4985,,01/01/2017,12/31/2018,0.5540,,Yes,
ENLOE MEDICAL CENTER,050039,CA,2020,07/01/2016,06/30/2018,-1.1198,,-1.0044,,-0.4142,,-0.9971,,-0.6099,,1.5442,,01/01/2017,12/31/2018,-0.4335,,No,
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,2020,07/01/2016,06/30/2018,-0.0270,,-1.0819,,0.9730,,0.0106,,0.8555,,0.1138,,01/01/2017,12/31/2018,0.1407,,No,
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,2020,07/01/2016,06/30/2018,-1.1845,,N/A,5,-0.3838,,-1.5000,,N/A,5,1.4030,,01/01/2017,12/31/2018,-0.4163,,No,
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,2020,07/01/2016,06/30/2018,0.0337,,0.8972,,-0.5187,,1.0256,,0.5087,,-0.2287,,01/01/2017,12/31/2018,0.2863,,No,
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,2020,07/01/2016,06/30/2018,-0.0498,,2.1941,,1.4044,,0.5761,,-1.4453,,-0.7306,,01/01/2017,12/31/2018,0.3248,,No,
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,2020,07/01/2016,06/30/2018,0.4733,,-0.1849,,1.3284,,0.6388,,-0.5940,,0.5766,,01/01/2017,12/31/2018,0.3730,,Yes,
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,2020,07/01/2016,06/30/2018,-0.2057,,1.9932,,-0.9596,,N/A,5,N/A,5,0.3843,,01/01/2017,12/31/2018,0.3030,,No,
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,2020,07/01/2016,06/30/2018,0.0027,,1.2592,,0.5017,,1.7367,,-0.1338,,-0.9860,,01/01/2017,12/31/2018,0.3968,,Yes,
ANTELOPE VALLEY HOSPITAL,050056,CA,2020,07/01/2016,06/30/2018,0.6361,,0.7838,,0.2357,,0.2722,,0.5989,,0.7810,,01/01/2017,12/31/2018,0.5513,,Yes,
KAWEAH DELTA MEDICAL CENTER,050057,CA,2020,07/01/2016,06/30/2018,0.0809,,1.3189,,0.4561,,0.3551,,2.2502,,0.1860,,01/01/2017,12/31/2018,0.7745,,Yes,
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,2020,07/01/2016,06/30/2018,-0.4302,,-0.0516,,-0.5206,,1.4714,,-0.0595,,-0.5142,,01/01/2017,12/31/2018,-0.0174,,No,
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,2020,07/01/2016,06/30/2018,0.6095,,1.0722,,2.1854,,1.7791,,-0.1904,,0.2942,,01/01/2017,12/31/2018,0.9583,,Yes,
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,2020,07/01/2016,06/30/2018,2.2651,,1.0006,,1.7502,,-0.6066,,1.4396,,-0.5833,,01/01/2017,12/31/2018,0.8776,,Yes,
OAK VALLEY HOSPITAL DISTRICT,050067,CA,2020,07/01/2016,06/30/2018,-0.1498,,N/A,5,N/A,5,N/A,5,N/A,5,1.7486,,01/01/2017,12/31/2018,0.7994,,Yes,
ST JOSEPH HOSPITAL,050069,CA,2020,07/01/2016,06/30/2018,1.6042,,-0.9705,,0.9825,,0.0437,,-0.6878,,1.0033,,01/01/2017,12/31/2018,0.3292,,No,
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,2020,07/01/2016,06/30/2018,-0.5267,,-0.9944,,0.8457,,0.4490,,-1.4453,,-1.5570,,01/01/2017,12/31/2018,-0.5381,,No,
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,2020,07/01/2016,06/30/2018,-1.4407,,-0.6622,,0.6823,,0.6756,,-0.5781,,0.0958,,01/01/2017,12/31/2018,-0.2045,,No,
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,2020,07/01/2016,06/30/2018,-0.3932,,-0.6145,,1.8472,,1.0146,,-0.8294,,0.6247,,01/01/2017,12/31/2018,0.2749,,No,
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,2020,07/01/2016,06/30/2018,-0.0551,,-1.2431,,0.7469,,0.2095,,-0.4028,,-0.4751,,01/01/2017,12/31/2018,-0.2033,,No,
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,2020,07/01/2016,06/30/2018,-0.3820,,-0.2386,,0.7127,,1.4401,,-0.3568,,-0.2768,,01/01/2017,12/31/2018,0.1498,,No,
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,2020,07/01/2016,06/30/2018,-0.4823,,-0.6384,,-0.0912,,1.3904,,-0.9196,,-0.4842,,01/01/2017,12/31/2018,-0.2042,,No,
SCRIPPS MERCY HOSPITAL,050077,CA,2020,07/01/2016,06/30/2018,0.5449,,0.4337,,0.4770,,1.2835,,-0.0223,,-1.3015,,01/01/2017,12/31/2018,0.2359,,No,
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,2020,07/01/2016,06/30/2018,-0.8243,,-0.8253,,0.0210,,-1.5000,,-1.4453,,-0.7907,,01/01/2017,12/31/2018,-0.8941,,No,
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,2020,07/01/2016,06/30/2018,1.1032,,0.3601,,0.6177,,-0.4776,,0.3688,,0.3603,,01/01/2017,12/31/2018,0.3887,,Yes,
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,2020,07/01/2016,06/30/2018,-0.0498,,-1.0521,,-1.1667,,-0.3394,,-0.5303,,0.1589,,01/01/2017,12/31/2018,-0.4966,,No,
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,2020,07/01/2016,06/30/2018,-0.4449,,0.8753,,-0.6840,,-0.8608,,-0.5497,,0.0928,,01/01/2017,12/31/2018,-0.2619,,No,
SONOMA VALLEY HOSPITAL,050090,CA,2020,07/01/2016,06/30/2018,-0.8724,,N/A,5,1.1497,,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.7495,,Yes,
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,2020,07/01/2016,06/30/2018,-0.5457,,-1.4459,,-1.5354,,N/A,5,N/A,5,-0.4451,,01/01/2017,12/31/2018,-0.9930,,No,
SAINT AGNES MEDICAL CENTER,050093,CA,2020,07/01/2016,06/30/2018,-0.9256,,2.0708,,1.1326,,-0.9971,,0.4856,,-0.0454,,01/01/2017,12/31/2018,0.2868,,No,
"WEST COVINA MEDICAL CENTER, INC",050096,CA,2020,07/01/2016,06/30/2018,-0.3433,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.3433,,No,
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,2020,07/01/2016,06/30/2018,1.1418,,0.8654,,0.4751,,0.8451,,0.2803,,1.2528,,01/01/2017,12/31/2018,0.8101,,Yes,
SHARP MEMORIAL HOSPITAL,050100,CA,2020,07/01/2016,06/30/2018,0.2482,,0.0916,,1.9023,,1.3461,,-0.2666,,-0.4811,,01/01/2017,12/31/2018,0.4734,,Yes,
SUTTER SOLANO MEDICAL CENTER,050101,CA,2020,07/01/2016,06/30/2018,0.8695,,-0.7060,,0.1160,,0.8322,,-1.4453,,-0.1446,,01/01/2017,12/31/2018,-0.0797,,No,
DOCTORS HOSPITAL OF RIVERSIDE,050102,CA,2020,07/01/2016,06/30/2018,0.2768,,0.9608,,1.1364,,-1.5000,,0.2750,,0.5285,,01/01/2017,12/31/2018,0.2796,,No,
WHITE MEMORIAL MEDICAL CENTER,050103,CA,2020,07/01/2016,06/30/2018,1.6235,,-0.3002,,-1.0717,,0.8082,,-0.8984,,-0.5382,,01/01/2017,12/31/2018,-0.0628,,No,
SAINT FRANCIS MEDICAL CENTER,050104,CA,2020,07/01/2016,06/30/2018,0.5213,,-0.5210,,0.5074,,0.6148,,-0.2188,,0.1169,,01/01/2017,12/31/2018,0.1701,,No,
MARIAN REGIONAL MEDICAL CENTER,050107,CA,2020,07/01/2016,06/30/2018,-1.3428,,0.3601,,0.0970,,-0.2713,,-0.4612,,-0.6164,,01/01/2017,12/31/2018,-0.3724,,No,
"SUTTER MEDICAL CENTER, SACRAMENTO",050108,CA,2020,07/01/2016,06/30/2018,-0.2827,,0.4596,,-0.8152,,-0.1497,,1.0131,,-0.6164,,01/01/2017,12/31/2018,-0.0652,,No,
LOMPOC VALLEY MEDICAL CENTER,050110,CA,2020,07/01/2016,06/30/2018,-0.5273,,N/A,5,2.1854,,-1.5000,,N/A,5,0.7720,,01/01/2017,12/31/2018,0.2325,,No,
